brand_id,brand,p_id,name,price,colour,ratingCount,avg_rating
750.0,roadster,9477715.0,the roadster lifestyle co women black solid sweatshirt,1299.0,black,789.0,4.248415716
962.0,vishudh,9867983.0,vishudh women navy blue floral printed regular pure cotton kurta with palazzos,2149.0,navy blue,2676.0,4.032884903
750.0,roadster,11688420.0,roadster women blue washed regular fit denim shorts,1399.0,blue,222.0,4.40990991
783.0,sassafras,12221938.0,sassafras women black slim fit high-rise clean look stretchable jeans,1999.0,black,2699.0,3.948499444
962.0,vishudh,13113484.0,vishudh women red solid dupatta,399.0,red,496.0,4.254032258
75.0,anouk,13913356.0,anouk women off white cropped cigarette trousers with lace detail,1299.0,off white,882.0,4.385487528
531.0,m&h juniors,15689286.0,m&h juniors girls blue straight knee length denim skirts,1299.0,blue,18.0,4.0
363.0,here&now,15887108.0,here&now navy blue & white ethnic motifs printed pure cotton a-line kurti,999.0,navy blue,194.0,4.293814433
239.0,dressberry,16195306.0,dressberry women pink sheer longline shrug with belt,1399.0,pink,11.0,3.818181818
125.0,berrylush,16450186.0,berrylush women pretty pink printed romantic florals playsuit,1799.0,pink,79.0,4.164556962
444.0,kalini,17035752.0,kalini coral & golden woven design saree,3999.0,coral,73.0,4.164383562
353.0,h&m,17674588.0,h&m women brown mesh top,699.0,brown,145.0,4.662068966
776.0,sangria,17979036.0,sangria women green cotton linen solid top & cropped trousers set,2699.0,green,27.0,3.62962963
705.0,pspeaches,18095458.0,pspeaches girls pink & orange ready to wear lehenga & blouse with dupatta,4568.0,pink,29.0,3.904601571666667
544.0,mango,18319360.0,mango women green solid double-breasted blazer,6590.0,green,31.0,4.179573513333334
596.0,montrez,18594044.0,montrez women olive green crop denim jacket,1999.0,olive,33.0,4.454545455
488.0,kvsfab,19258888.0,kvsfab pink & white unstitched dress material,2499.0,pink,1369.5,4.299704361
750.0,roadster,2319517.0,roadster women blue skinny fit mid-rise clean look stretchable cropped jeans,1699.0,blue,2706.0,4.144863267
903.0,tokyo talkies,9656683.0,tokyo talkies women black printed a-line top,1049.0,black,1589.0,4.163624921
903.0,tokyo talkies,10891996.0,tokyo talkies women pink & white printed hooded sweatshirt,1199.0,pink,829.0,4.451145959
903.0,tokyo talkies,12034000.0,tokyo talkies women beige solid basic jumpsuit,2149.0,beige,374.0,4.328877005
75.0,anouk,12135338.0,anouk navy blue ethnic motifs bell sleeved pure cotton top,1099.0,navy blue,1821.0,4.231191653
376.0,hrx by hrithik roshan,12907236.0,hrx by hrithik roshan women olive green solid sporty jacket,2799.0,olive,314.0,3.671974522
50.0,all about you,13204932.0,all about you women pink solid cropped regular trousers with waist tie-up detail,1699.0,pink,90.0,3.977777778
75.0,anouk,14399798.0,anouk women peach-coloured yoke design mirror-work kurta with trousers & with dupatta,3799.0,peach,904.0,4.207964602
133.0,biba,15078978.0,biba taupe & pink printed dupatta with gotta patti,1299.0,taupe,8.0,4.875
776.0,sangria,16629334.0,sangria women mustard yellow & magenta printed wrap top with palazzos,2799.0,mustard,3.0,4.666666667
783.0,sassafras,16989926.0,sassafras women pink solid midi skirt,1699.0,pink,135.0,4.185185185
928.0,united liberty,17681042.0,united liberty green & gold-toned pure chiffon saree,2399.0,green,62.0,4.338709677
353.0,h&m,17842452.0,h&m women brown single-breasted jacket,2999.0,brown,97.16666666666666,4.365896647833333
133.0,biba,18129884.0,biba yellow & gold-toned printed unstitched dress material,2299.0,yellow,132.33333333333331,4.393083618666666
812.0,shopgarb,19186042.0,shopgarb gold-toned & green semi-stitched lehenga & unstitched blouse with dupatta,7999.0,gold,167.5,4.420270589499999
660.0,oxolloxo,19235438.0,oxolloxo women navy blue printed knee-length elasticated  skirts,1599.0,navy blue,202.66666666666666,4.4474575603333335
