brand,colour,avg_rating
beatitude,blue,4.547694605
mf,coral,4.457532201
dupatta bazaar,cream,4.367369796
taavi,grey,4.277207392
quiero,rose,4.011709602
juniper,black,4.3
marie claire,mustard,4
tag 7,maroon,4.457142857
anouk,pink,3.994791667
iki chic,black,2
urbanic,grey melange,4
missguided,green,3.714285714
missguided,navy blue,3.824967825
mettle,black,3.935649935
silk land,red,4.046332046
kalt,rust,4.157014157
salwar studio,pink,4.267696267
ojjasvi,black,4.378378378
street 9,black,4.456140351
dolce crudo,black,4.142857143
dressberry,green,3.9
mameraa,blue,4.75
libas,blue,4.652173913
sera,blue,4.606650594
sugathari,white,4.561127276
fabindia,navy blue,4.515603957
bebe,navy blue,4.470080639
jinfo,black,4.42455732
unnati silks,green,4.379034001
only,black,4.333510683
salwar studio,black,4.287987364
marie claire,red,4.196940727
rute,red,3.794871795
tokyo talkies,blue,3.406593407
vishudh,white,3.955696203
stylestone,grey,4.333333333
ahalyaa,grey,3.967741935
columbia,black,3.989717742
mitera,maroon,4.011693548
sugathari,white,4.033669355
the souled store,pink,4.055645161
ritu kumar,navy blue,4.077620968
athena,blue,4.099596774
marks & spencer,blue,4.121572581
fashionuma,blue,4.143548387
salwar studio,brown,4.165524194
rute,off white,4.1875
tag 7,green,4.595505618
sera,white,4.297752809
dupatta bazaar,grey,4
h&m,olive,4.195121951
here&now,green,4.390243902
mitera,beige,4.422394679
vastranand,pink,4.454545455
i saw it first,blue,4.432067933
only,yellow,4.40959041
urbanic,pink,4.387112888
vishudh,off white,4.364635365
urbanic,black,4.342157843
salwar studio,white,4.31968032
poonam designer,pink,4.297202798
miss chase,blue,4.274725275
clora creation,black,4.203703704
jompers,navy blue,4.448979592
cottinfab,maroon,4.301412873
here&now,green,4.153846154
sassafras,yellow,3.2
kvsfab,turquoise blue,3.15
levis,grey,3.1
code 61,grey,3.05
ritu kumar,yellow,3
indo era,peach,3.793103448
neudis,white,3.888192267
apnisha,pink,3.983281087
freakins,blue,4.078369906
salwar studio,blue,4.173458725
latin quarters,beige,4.268547545
clora creation,black,4.363636364
cottinfab,maroon,2.375
nayo,green,4.140703518
kvsfab,turquoise blue,3.998923188
saree mall,yellow,3.857142857
dressberry,fuchsia,4.875
max,blue,4.598484848
sangria,navy blue,4.321969697
varanga,orange,4.045454545
chkokko,purple,4.112878788
fabindia,off white,4.18030303
clora creation,green,4.247727273
tokyo talkies,pink,4.315151515
kvsfab,olive,4.382575758
clora creation,white,4.45
here&now,grey,4.135135135
swatika,maroon,4.013513513
harvard,red,3.891891892
zima leto,peach,3.740249743
anouk,yellow,3.588607595
pepe jeans,blue,4.111111111
honey by pantaloons,pink,4.8
readiprint fashions,gold,4.7
mango,charcoal,4.6
jc collection,off white,4.6
forever 21,black,4.6
max,black,4.6
tikhi imli,white,4.6
kvsfab,green,4.6
clora creation,black,4.6
honey by pantaloons,red,4.181818182
miss chase,maroon,4.098039216
dressberry,navy blue,4.208144797
sandy and ritz,brown,4.318250377
fabnest,navy blue,4.428355958
sztori,navy blue,4.538461538
ethnovogue,green,4.502263471
monte carlo,pink,4.466065404
silk land,pink,4.429867338
mast & harbour,blue,4.393669271
ahika,maroon,4.357471204
levis,black,4.321273137
stylee lifestyle,pink,4.285075071
charukriti,green,4.248877004
mast & harbour,black,4.212678937
varanga,pink,3.981339469
dressberry,green,3.75
miss chase,black,3.541666667
6y collective,off white,3.333333333
anouk,red,3.125
max,gold,4.222222222
urbanic,blue,3.5
rangriti,orange,3.53125
clora creation,green,3.5625
people,blue,3.59375
paralians,blue,3.625
colour me by melange,olive,3.96875
stylee lifestyle,pink,4.3125
street 9,pink,4.65625
chhabra 555,blue,5
clora creation,white,4.586864407
sangria,pink,4.173728814
sztori,navy blue,4.375
people,mustard,4.376190476
missguided,blue,4.377380952
ishin,black,4.378571429
ajile by pantaloons,purple,4.379761905
all about you,teal,4.380952381
sassafras,blue,4.208333333
silk land,green,4.035714286
alaya by stage3,green,3.863095238
trendyol,rose,3.690476191
bebe plus,blue,3.517857143
stylee lifestyle,turquoise blue,3.345238095
tokyo talkies,grey,3.172619048
zink london,white,3
clora creation,teal,4.789473684
aarke ritu kumar,navy blue,4.323308271
broadstar,blue,3.857142857
chhabra 555,maroon,4.115079365
street 9,lavender,4.373015873
suta,purple,4.630952381
sangria,pink,4.888888889
masaba,white,4.592592593
109f,brown,4.296296296
malhaar,olive,4
invictus,brown,4.077981652
clora creation,green,4.155963303
ayka clothings,cream,4.233944955
truebrowns,white,4.311926606
tissu,green,4.360465116
sassafras,blue,4.110091743
cutecumber,blue,4.14316677
house of pataudi,blue,4.176241798
dolce crudo,yellow,4.209316825
pluss,white,4.242391853
thara sarees,off white,4.27546688
tuna london,black,4.308541908
chemistry,brown,4.341616935
poshak hub,yellow,4.374691963
tokyo talkies,maroon,4.40776699
roving mode,black,4.255825243
clora creation,yellow,4.103883495
ayka clothings,black,3.951941748
clora creation,red,3.8
mango,brown,3.428571429
taavi,black,4.074074074
urbanic,grey,4.023338407
anubhutee,maroon,3.97260274
pluss,navy blue,4.25
diwaah,black,4.351851852
shubhvastra,red,4.453703704
flaher,green,4.555555556
all about you,navy blue,4.71875
ancestry,maroon,4.598958333
clora creation,red,4.479166667
clora creation,black,4.359375
styli,black,4.239583333
ayka clothings,olive,4.119791667
varanga,orange,4
bhama couture,off white,3.913043478
campus sutra,grey,4.346491228
varanga,rust,4.279569892
neerus,yellow,4.119713261
dugri be the one,blue,3.959856631
mango,charcoal,3.8
vishudh,pink,3.931506849
magnetic designs,blue,4.394324853
max,grey,4.857142857
zalora basics,blue,4.651360544
mitera,mustard,4.445578231
r&b,brown,4.239795918
ayka clothings,brown,4.034013606
mf,maroon,3.828231293
quiero,blue,3.62244898
scorpius,yellow,3.416666667
kalini,black,4.055282555
anouk,coral,3.967741935
dressberry,green,4.307692308
iki chic,navy blue,3.92743106
tokyo talkies,pink,3.547169811
readiprint fashions,blue,3.898584906
rangmanch by pantaloons,black,4.25
vishudh,beige,4.282051282
zivame,green,4.24985755
shavya,peach,4.217663818
trendyol,navy blue,4.185470086
vero amore,maroon,4.153276353
ayka clothings,red,4.121082621
w,navy blue,4.088888889
only,green,4.47826087
tikhi imli,grey,3.899253731
iki chic,black,4.209626866
sztori,rose,4.52
zalora basics,blue,4.460444444
mango,off white,4.400888889
soch,pink,4.341333333
mango,blue,4.281777778
vairagee,green,4.222222222
clora creation,black,4.205277034
styli,white,4.188331845
ayka clothings,black,4.171386657
cantabil,off white,4.154441468
and,teal,4.13749628
moda rapido,black,4.120551091
dressberry,navy blue,4.333333333
aurelia,orange,3.666666667
tokyo talkies,burgundy,3.682539683
ginger by lifestyle,magenta,3.698412698
moda rapido,blue,3.714285714
label ritu kumar,beige,3.747376917
silk land,navy blue,3.780468119
ritu kumar,off white,3.813559322
rivi,black,3.846650524
titliyan,pink,3.879741727
kannan,white,3.91283293
portobello,blue,3.945924132
wuxi,teal,3.979015335
ayka clothings,red,4.012106537
janasya,black,4.04519774
indo era,navy blue,4.036487759
azira,peach,4.027777778
aarke ritu kumar,brown,4.513888889
people,blue,5
clora creation,mustard,4.829545455
silk land,red,4.659090909
forever 21,green,4.488636364
shubhkala,pink,4.318181818
kannan,white,4.147727273
portobello,purple,3.977272727
laasa  sports,black,3.806818182
styli,pink,3.636363636
ayka clothings,brown,3.465909091
w,black,3.125
ethnovogue,grey,3.833333333
cation,white,4.05952381
vishudh,navy blue,4.285714286
mango,yellow,3.833333333
urbanic,charcoal,3.888888889
latin quarters,maroon,3.944444444
sangria,green,4
silk land,green,3.95
mango,pink,3.9
zalora work,teal,3.924603175
belliskey,black,3.949206349
wilori,green,3.973809524
h&m,black,3.998412699
tag 7,green,4.047619048
hrx by hrithik roshan,khaki,4.666666667
vastraa fusion,orange,4.511319282
libas,navy blue,4.355971897
ishin,red,4.342857143
honey by pantaloons,white,4.222222222
vero moda,beige,4.527777778
fablestreet,olive,4.833333333
shopgarb,beige,4.833333333
shae by sassafras,white,4.833333333
deebaco,grey,4.494949495
etiquette,teal,4.156565656
montrez,black,3.818181818
lilots,brown,3.852272727
the chennai silks,green,3.886363636
soundarya,maroon,3.920454546
akkriti by pantaloons,pink,3.954545455
biba,off white,4.223880597
hrx by hrithik roshan,black,4.204947485
jatriqq,grey,4.186014373
jc collection,yellow,4.16708126
chemistry,navy blue,4.148148148
sheczzar,mustard,4.153054764
tokyo talkies,blue,4.15796138
chkokko,pink,4.162867996
go colors,red,4.167774612
berrylush,red,4.172681228
busem,blue,4.177587844
lilots,purple,4.18249446
sangria,orange,4.187401076
soundarya,blue,4.192307692
mitera,navy blue,4.203448276
wisstler,beige,4.117647059
chemistry,olive,4.3
jc mode,brown,4.233333334
urbanic,blue,4.166666667
zigo,pink,3.692307692
readiprint fashions,maroon,4.143451144
saffron threads,blue,4.594594595
roadster,black,3.797297298
forever 21,black,3
saree swarg,gold,3.236585366
dupatta bazaar,peach,3.473170732
soch,maroon,3.709756097
lilots,maroon,3.946341463
campus sutra,blue,4.182926829
dupatta bazaar,yellow,4.461538462
khushal k,lime green,4.276785714
ethnovogue,green,4.247483766
sqew,navy blue,4.218181818
jaipur kurti,purple,4.666666667
taavi,olive,4.27027027
urbanic,orange,3.84
ajile by pantaloons,coral,3.753333333
tokyo talkies,black,3.666666667
dressberry,blue,2.888888889
fabindia,black,3.265873016
hritika,mustard,3.642857143
pluss,blue,3.909106708
birvaa,white,4.175356274
yufta,peach,4.441605839
sztori,red,4.484848485
broadstar,peach,4.166666667
urbanic,black,3.641509434
vaaba,orange,3.761006289
zigo,beige,3.880503145
awesome,turquoise blue,4
fabindia,black,4.058823529
inddus,lavender,4.117647059
dresstive,blue,4.176470588
blue giraffe,navy blue,4.235294118
go colors,grey,4.294117647
birvaa,grey,4.352941177
b.copenhagen,pink,4.411764706
apraa & parma,navy blue,4.470588236
varanga,off white,4.529411765
tokyo talkies,white,3.666666667
divastri,maroon,4.125
h&m,off white,4.386029412
max,grey,4.647058824
faballey,white,4.448529412
anubhutee,red,4.25
safaa,navy blue,4.363636364
soundarya,yellow,3.8
kalini,pink,4.025
kalini,mustard,4.25
zheia,pink,4.20536829
birvaa,blue,4.160736579
indya,blue,4.116104869
allen solly woman,green,4.071473158
roadster,maroon,4.026841448
revolution,grey,4.6
global desi,black,4.375
ethnovogue,peach,4.09375
campus sutra,grey,3.8125
mango,blue,3.53125
urbanic,rust,3.25
mitera,pink,3.5
woods,navy blue,3.81884058
and,white,4.137681159
roadster,coral,4.456521739
patrorna,black,2.444444444
readiprint fashions,pink,2.833333333
varanga,pink,3.222222222
deetya arts,white,3.611111111
clora creation,turquoise blue,4
ethnovogue,red,4.833333333
clora creation,black,4.285714286
khushal k,peach,4.231023102
moda rapido,blue,4.285714286
kook n keech,white,4.222222222
urbanic,black,4.25
ira soleil,gold,3.558823529
free authority,olive,3.379411765
jc collection,orange,3.2
kalini,black,4.583333333
indo era,maroon,3.720238095
vero moda,purple,2.857142857
trendyol,peach,3.007861937
readiprint fashions,pink,3.158581016
here&now,beige,3.309300096
clora creation,black,3.460019175
anouk,green,3.610738255
98 degree north,navy blue,3.680369127
go colors,beige,3.75
mast & harbour,teal,4.581395349
chemistry,grey,4.2
safaa,red,4.333333333
armure,mustard,4
kalini,off white,4.02621232
white fire,beige,4.05242464
rain & rainbow,green,4.07863696
readiprint fashions,navy blue,4.104849279
spykar,blue,4.131061599
varanga,maroon,4.183486239
mango,mustard,4.472972973
dupatta bazaar,black,4.418839428
sassafras,navy blue,4.364705882
fabindia,white,3.870967742
all about you,magenta,4.454545455
roadster,lavender,4.4
missguided,blue,4.6
nakkashi,green,4.8
mitera,yellow,5
patrorna,gold,4.986111111
h&m,white,4.972222222
flying machine,black,4.958333334
unnati silks,blue,4.944444445
nejo,sea green,4.930555556
mf,black,4.916666667
mabish by sonal jain,pink,4.020833333
aurelia,coral,3.6
prakhya,blue,4.087912088
sztori,green,3.833333333
all about you,teal,3.631578947
global desi,navy blue,4.315789474
soch,turquoise blue,5
sangria,red,5
cloth haus india,black,4.952380952
allen solly woman,navy blue,4.904761905
trendyol,black,4.857142857
readiprint fashions,black,4.80952381
unnati silks,purple,4.761904762
mango,blue,4.714285715
miss chase,black,4.666666667
ayaany,yellow,5
la zoire,nude,3.586206897
mango,navy blue,4.290322581
shopgarb,peach,4.367383513
urbanic,pink,4.444444444
indo era,maroon,3.783505155
faballey,green,4.166666667
allen solly woman,black,4.037037037
max,black,3.907407408
kalini,teal,3.777777778
ginger by lifestyle,green,4.545454545
h&m,orange,4.450757576
miaz lifestyle,magenta,4.356060606
stylee lifestyle,beige,4.261363637
miss chase,blue,4.166666667
dupatta bazaar,red,4.714285714
athena,lime green,2.9375
dolce crudo,navy blue,4.125
just wow,pink,4.066666667
iki chic,blue,3.883333334
neudis,red,3.7
kotty,white,3.761538462
vero moda,blue,3.823076923
suti,peach,3.884615385
looknbook art,black,3.946153846
iris,red,4.007692308
van heusen woman,red,4.069230769
stylee lifestyle,beige,4.130769231
max,fuchsia,4.192307692
sangria,green,4.32389581
ayaany,navy blue,4
nakkashi,green,3.2
myshka,green,3.333333333
roadster,peach,4.091160221
jc mode,black,4.245580111
uptownie lite,black,4.4
allen solly woman,maroon,4.516666667
kraus jeans,beige,4.633333333
kassually,beige,4.75
la zoire,black,4.375
earthen by indya,blue,4
vastranand,blue,3.625
readiprint fashions,mustard,3.742592593
bossini,white,3.860185185
miss chase,navy blue,3.977777778
shaily,green,4.132743363
magre,black,4.563636364
akkriti by pantaloons,blue,3.5
street 9,yellow,4.351351351
juniper,cream,3.666666667
98 degree north,grey,3.833333333
hrx by hrithik roshan,olive,4
kvsfab,green,4.4
urbanic,blue,3.571428571
amydus,black,3.725882973
tokyo talkies,maroon,3.880337375
chhabra 555,yellow,4.034791777
apratim,green,4.189246178
panash trends,grey,4.34370058
dressberry,mustard,4.498154982
studio rasa,green,4.25
yuris,black,4.239700375
tokyo talkies,navy blue,4.4375
jc collection,green,4.578125
mabish by sonal jain,navy blue,4.71875
chhabra 555,maroon,4.859375
sassafras,blue,5
anouk,white,4.5
miaz lifestyle,white,4.472932331
house of kari,pink,4.445864662
flying machine,blue,4.418796993
stylee lifestyle,off white,4.391729323
the pink moon,black,4.364661654
crimsoune club,green,4.337593985
inddus,black,4.310526316
sztori,pink,3.807692308
v sales,pink,3.760302198
defacto,olive,3.712912088
pluss,red,3.665521978
elleven,blue,3.618131869
anouk,black,3.570741759
style quotient,navy blue,3.523351649
varanga,fuchsia,3.475961539
high star,blue,3.428571429
toronfras,pink,3.464285715
the pink moon,blue,3.5
oxolloxo,brown,3.535714286
ahika,navy blue,3.571428572
miaz lifestyle,pink,3.607142857
bhama couture,pink,3.642857143
roadster,blue,3.923076923
pepe jeans,blue,3.545454545
chhabra 555,mustard,4
urbanic,grey,4.666666667
jockey,navy blue,4.626931877
shae by sassafras,teal,4.587197087
allen solly woman,navy blue,4.547462296
crazevilla,pink,4.507727506
toronfras,orange,4.467992716
biba,yellow,4.428257926
varkala silk sarees,purple,4.388523136
next one,navy blue,4.348788346
miaz lifestyle,white,4.309053555
mast & harbour,red,4.229583975
taavi,black,4.214285714
cutiekins,blue,4.222222222
athena,beige,4.583333333
elleven,grey,4.409313726
kalini,sea green,4.235294118
mitera,red,4.230769231
anvi be yourself,red,4.340384616
street 9,black,4.45
zalora basics,blue,4.427260179
wild u,blue,4.404520359
readiprint fashions,navy blue,4.381780538
stylee lifestyle,green,4.359040718
only,blue,4.336300897
mf,orange,4.313561077
anubhutee,navy blue,4.290821256
anayna,navy blue,4.105263158
dressberry,black,4.283018868
mango,blue,4.197324185
pluss,navy blue,4.111629503
readiprint fashions,maroon,4.02593482
campus sutra,peach,3.940240138
coastland,red,3.854545455
people,black,3.852356903
etiquette,yellow,3.85016835
apratim,red,3.847979798
divine international trading co,beige,3.845791246
kraus jeans,blue,3.843602694
charukriti,white,3.841414142
honey by pantaloons,pink,3.839225589
high star,black,3.837037037
only,mustard,3.97826087
bhama couture,blue,4.470588235
all about you,off white,4.170731707
sassafras,olive,2.6
readiprint fashions,green,2.75974026
woodland,red,2.919480519
trendyol,grey,3.079220779
sangria,red,3.238961039
apratim,blue,3.398701299
na-kd,off white,3.558441558
divine international trading co,white,3.718181818
defacto,brown,3.877922078
kalini,burgundy,4.037662338
tiny miny me,yellow,4.197402597
aurelia,navy blue,4.357142857
mokshi,navy blue,3.97432135
anvi be yourself,black,4.133333333
all about you,fuchsia,3.911764706
powerpuff girls by kook n keech,black,4.21875
janasya,blue,4.5
people,blue,3.666666667
aesthetic bodies,purple,3.660733549
urbanic,black,3.654800432
divastri,yellow,3.648867314
global desi,black,3.642934196
fabindia,black,3.637001079
vairagee,cream,3.631067961
jansi,pink,3.625134843
na-kd,black,3.619201726
ahika,black,3.613268608
vbuyz,pink,4.6
fablestreet,white,4.833333333
jatriqq,maroon,4.875
98 degree north,grey,3.9375
clora creation,magenta,3
tag 7 plus,white,4
urbanic,navy blue,2.857142857
jc collection,red,2.970588235
oxxo,white,3.084033613
forever 21,blue,3.197478991
mango,black,3.31092437
chhabra 555,mustard,3.424369748
jansi,green,3.537815126
mango,lavender,3.651260504
belle fille,red,3.764705882
sassafras,burgundy,3.919354839
oxolloxo,white,3.444444444
tokyo talkies,green,4.656565657
anouk,orange,4.416666667
the dry state,peach,4.115310078
khushal k,white,3.813953488
white fire,maroon,3.4
kraus jeans,olive,4.6
soch,green,4.257142857
cultsport,sea green,3.914285714
h&m,olive,3.571428571
melange by lifestyle,pink,3.690619621
jansi,green,3.809810671
fabnest,grey,3.929001721
bitterlime,green,4.048192771
sassafras,blue,3.652173913
street 9,rust,4.222222222
mitera,mustard,4.5
ives,sea green,3.8
twin birds,mustard,4.066666667
safaa,black,4.333333333
kalini,red,4.281690141
gracit,white,3.833333333
kotty,blue,4.116666667
sassafras,orange,4.4
femea,beige,3.95
hritika,navy blue,3.5
buy new trend,blue,3.640625
jansi,grey,3.78125
go colors,pink,3.921875
tokyo talkies,green,4.0625
98 degree north,pink,4.333333333
akkriti by pantaloons,off white,4.454545455
urbanic,olive,3.380952381
house of pataudi,green,4.333333333
safaa,red,4
sangria,off white,3.666666667
readiprint fashions,teal,3.333333333
buy new trend,blue,3
berrylush curve,green,2.666666667
jansi,blue,2.970957096
monte carlo,burgundy,3.275247525
levis,blue,3.579537954
max,blue,3.883828383
miss chase,maroon,4.188118812
go colors,beige,3.914285714
slenor,green,4.342657343
studio rasa,beige,4.437995338
zola,navy blue,4.533333333
libas,pink,4.454545455
suta,green,4.28219697
dillinger,white,4.109848485
people,grey,3.9375
jc collection,blue,3.889802632
ahika,green,3.842105263
latin quarters,peach,3.91368421
jansi,beige,3.985263158
defacto,beige,4.056842105
atsevam,green,4.128421053
clora creation,cream,4.2
98 degree north,rust,3.988372093
vishudh,green,3.776744186
jump usa,red,3.846705427
urbanic,black,3.916666667
tokyo talkies,olive,5
kvsfab,yellow,4.7
broadstar,black,4.4
akkriti by pantaloons,blue,4.611764706
biba,teal,4.823529412
zalora basics,blue,4.677779309
mango,pink,4.532029205
jansi,peach,4.386279102
styli,pink,4.240528999
satrani,yellow,4.094778896
taanz,grey,3.949028792
gerua,coral,3.803278689
anubhutee,pink,4.287474849
ksut,teal,3.852459016
agil athletica,red,4.8
dupatta bazaar,navy blue,4.749311295
zalora basics,multi,4.698622589
faballey,green,4.647933884
kica,mauve,4.597245179
forever new,brown,4.546556474
fabnest,red,4.495867768
jansi,grey,4.445179063
freakins,blue,4.394490358
soch,red,4.343801653
marks & spencer,white,4.293112947
aurelia,navy blue,4.242424242
street 9,black,4.25
aasi,blue,3.571428571
redround,green,4.12
her by invictus,red,3.923076923
w,pink,4.533333333
missguided,black,2.8
forever 21,black,3.7
clora creation,beige,4.6
tokyo talkies,off white,3.777777778
kraus jeans,olive,3.848148148
street 9,black,3.918518519
monjolika fashion,pink,3.988888889
jansi,yellow,4.059259259
miss chase,blue,4.2
akkriti by pantaloons,fuchsia,3.6
shopgarb,pink,3.839106145
shae by sassafras,green,4.078212291
dressberry,mustard,4.5
missguided,black,4.384615385
shaye,black,4.269230769
klotthe,green,4.153846154
hill street,green,4.038461538
clora creation,grey,3.923076923
clora creation,olive,3.807692307
hritika,black,3.692307692
jansi,green,3.8
bostreet,blue,3.907692308
charu,maroon,4.015384615
f loop,navy blue,4.123076923
clora creation,navy blue,4.230769231
antheaa,black,3.863636364
jaipur kurti,pink,4.235294118
masaba,beige,4.331092437
enamor,black,4.426890756
honey by pantaloons,teal,4.522689076
nakkashi,grey,4.618487395
forever 21,pink,4.714285714
roadster,navy blue,4.842105263
anouk,blue,4.1875
inddus,navy blue,4.107894737
miaz lifestyle,green,4.028289474
shavya,yellow,3.94868421
river of design jeans,blue,3.869078947
biba,white,3.789473684
dupatta bazaar,beige,4.4
myshka,red,3.5
flying machine,pink,4.37254902
diva walk exclusive,white,4.62377451
gracit,navy blue,4.875
iki chic,maroon,4.706730769
honey by pantaloons,red,4.538461538
adidas,black,4.515929965
kesarya,green,4.493398392
shavya,pink,4.470866819
ahalyaa,burgundy,4.448335247
swtantra,cream,4.425803674
vero moda,blue,4.403272101
bostreet,red,4.380740528
dupatta bazaar,white,4.358208955
enamor,peach,4.305472637
people,pink,4.252736318
divastri,green,4.2
varanga,olive,3.849557522
tag 7,navy blue,4.111111111
kook n keech marvel,green,4.026455026
lakshita,peach,3.941798942
honey by pantaloons,green,3.857142857
soch,brown,4.124223603
athena,pink,4.391304348
oxxo,camel brown,4.361007592
oxxo,taupe,4.330710835
next one,navy blue,4.300414079
shavya,mustard,4.270117323
vishudh,white,4.239820566
dupatta bazaar,maroon,4.20952381
martini,black,2.166666667
readiprint fashions,black,2.725694445
vividartsy,white,3.284722222
here&now,navy blue,3.84375
tag 7,pink,3.934606482
house of kari,pink,4.025462963
zola,cream,4.116319445
soch,maroon,4.207175926
mitera,purple,4.298032408
vishudh,green,4.388888889
forever 21,black,4.714285714
shavya,red,4.439153439
vero moda,blue,4.164021164
dupatta bazaar,blue,3.888888889
mayra,pink,3.755555556
clora creation,beige,4.235294118
street 9,blue,4
oxolloxo,navy blue,4.333333333
readiprint fashions,magenta,4.341726618
roadster,green,4.350119904
vero amore,black,4.400079936
sugr,grey,4.450039968
h&m,blue,4.5
shavya,green,4.365942029
van heusen woman,white,4.231884058
apnisha,blue,4.097826087
dressberry,olive,3.963768116
naviyata,green,3.829710145
dupatta bazaar,white,3.695652174
sangria,pink,4.103117506
rangriti,pink,4.047619048
faballey,navy blue,3.2
label regalia,off white,3.561538462
rare,white,3.923076923
roadster,coral,4.37826087
vero amore,navy blue,4.474844721
roadster,rose,4.571428571
house of kari,blue,4.524960753
soundarya,orange,4.478492935
divastri,black,4.432025117
shavya,coffee brown,4.3855573
urbanic,green,4.339089482
hritika,peach,4.292621664
athena,green,4.246153846
tag 7,green,4.213333333
ethnovogue,green,4.248130081
varanga,black,4.282926829
diva walk exclusive,burgundy,4
sassafras,white,4.355769231
only,olive,4
suta,green,4
saanjh,grey,4
oxolloxo,orange,4
m&h easy,green,4
miaz lifestyle,grey,4.02
freakins,black,4.04
shavya,navy blue,4.06
tokyo talkies,green,4.08
varanga,black,4.1
athena,burgundy,4.5
yash gallery,mustard,4.25
trend arrest,grey,4.166666667
vbuyz,blue,4.270642202
darzi,black,4.222222222
athena,pink,3.266666667
ethnovogue,sea green,2.716666667
inddus,burgundy,2.166666667
dupatta bazaar,fuchsia,2.983333334
trend arrest,navy blue,3.8
freakins,black,1.5
shavya,blue,2.125
sangria,purple,2.75
tokyo talkies,blue,3.246357258
belle fille,purple,3.742714517
mokshi,maroon,4.239071775
porsorte,navy blue,4.619535888
hrx by hrithik roshan,navy blue,5
roadster,green,4.476923077
dupatta bazaar,peach,4.571794872
marks & spencer,black,4.666666667
trend arrest,pink,4.727272727
sassafras,green,3.833333333
zola,black,3.806089743
shavya,orange,3.778846154
dresstive,grey,3.751602564
urbanic,white,3.724358974
tokyo talkies,green,3.697115384
triyah,pink,3.669871795
belle fille,teal,3.642628205
aasi,navy blue,3.615384615
varanga,pink,4.35
sangria,blue,4
iki chic,grey,3.953703704
dupatta bazaar,black,3.907407407
anouk,fuchsia,3.861111111
mitera,red,3.142857143
ginni arora label,white,3.29815051
freakins,white,3.453443878
mast & harbour,black,3.608737245
shavya,pink,3.764030613
readiprint fashions,blue,3.91932398
tankhi,red,4.074617347
vividartsy,olive,4.229910715
rare,green,4.385204082
libas,black,4.179218303
vishudh,blue,3.934131737
nayo,blue,4.357237716
dillinger,maroon,4.727272727
lela,mauve,4.687131051
raisin,teal,4.646989374
soch,black,4.606847698
label ritu kumar,blue,4.566706021
siril,navy blue,4.526564345
bostreet,blue,4.486422668
beatitude,red,4.446280992
next one,black,4.406139315
jansi,sea green,4.365997639
atsevam,red,4.325855962
indo era,orange,4.285714286
tag 7 plus,white,4.162162162
prakrti,white,4.262899263
mast & harbour,yellow,4.363636364
libas,green,3.894736842
house of pataudi,navy blue,4.037037037
divyank,blue,4.374251497
amydus,black,4.645459082
h&m,pink,4.916666667
soch,gold,4.823660715
ajile by pantaloons,grey,4.730654762
xenilla,red,4.63764881
flying machine,blue,4.544642857
urbanic,black,4.451636905
sangria,white,4.265625
tokyo talkies,beige,4.590909091
rangmanch by pantaloons,red,4.107142857
hrx by hrithik roshan,white,4.166666667
urbanic,white,3.590909091
roadster,mauve,4.692307692
swagg india,grey,4.209302326
urbanic,pink,4.117647059
anouk,peach,3.25
get wrapped,purple,4.8
dressberry,yellow,4.588235294
amydus,red,4.358343337
jansi,sea green,4.12845138
dresstive,lavender,3.898559424
only,blue,3.668667467
belle fille,pink,3.43877551
soundarya,purple,3.793103448
tokyo talkies,yellow,4.022321429
gracit,white,3.6
kassually,olive,4.833333333
get wrapped,red,3.979166667
athena,coral,3.125
amydus,pink,3.5625
showoff,charcoal,4
gulmohar jaipur,beige,4.136842105
beatitude,purple,4.1
jansi,cream,4.152727273
dressberry,blue,4.205454546
rain & rainbow,navy blue,4.258181818
shadow & saining,red,4.310909091
ada,white,4.363636364
clora creation,black,4.191011236
shubhkala,pink,3.984394507
get wrapped,blue,3.777777778
her by invictus,white,4.65
urbanic,lavender,4.380952381
urbanic,orange,3.411764706
suta,violet,3.566013072
buy new trend,red,3.720261438
bossini,pink,3.874509804
jansi,cream,4.02875817
varushka,black,4.183006536
sangria,teal,4.337254902
tokyo talkies,blue,4.491503268
american eagle outfitters,yellow,4.645751634
shubhkala,mauve,4.8
mango,cream,3.768421053
urbanic,white,2.736842105
get wrapped,purple,3.72556391
sangam prints,orange,4.714285714
i saw it first,black,4.517142857
libas,sea green,4.32
sassafras,blue,4.256
justanned,black,4.192
jansi,pink,4.128
rigo,black,4.064
panit,yellow,4
delan,pink,4.083196385
mango,lavender,4.166392769
mode by red tape,blue,4.249589154
taavi,mustard,4.332785538
her by invictus,navy blue,3.715173257
inddus,red,3.097560976
shubhkala,beige,3.220596206
all about you,coral,3.343631437
flying machine,black,3.466666667
harvard,navy blue,3.6
biba,red,4.276595745
urbanic,blue,3.962962963
oxolloxo,navy blue,4.031746032
rangmanch by pantaloons,navy blue,4.1005291
dupatta bazaar,purple,4.169312169
arise,maroon,4.238095238
jansi,turquoise blue,4.306878307
mitera,red,4.375661375
soundarya,navy blue,4.444444444
belle fille,brown,3.872222222
rangmanch by pantaloons,grey,3.3
anouk,teal,3.904273504
panchhi,mustard,4.333333333
aprique fab,mauve,4.201680672
allen solly woman,olive,4.419022154
american eagle outfitters,blue,4.636363636
urbanic,multi,4.230769231
sangria,black,4.3125
dupatta bazaar,gold,4.333333333
jansi,peach,4.148148148
vishudh,peach,3.962962963
rigo,blue,3.777777778
bostreet,black,3.94569206
