brand,colour,avg_rating
anouk,mustard,3.696428571
saffron threads,blue,4
ether,blue,2.666666667
kook n keech,red,2.722222222
tokyo talkies,green,4.137931034
max,beige,4.5
neudis,coral,3.642857143
vishudh,blue,4.277777778
ekta textiles,navy blue,4.31517094
awadhi,pink,4.352564103
mast & harbour,off white,4.389957265
montrez,blue,4.427350428
stylee lifestyle,beige,4.46474359
charukriti,blue,4.502136752
readiprint fashions,yellow,4.539529915
sztori,black,4.576923077
people,white,4.275862069
furryflair,green,4.022900763
max,mustard,4.333333333
urbanic,yellow,3.9
ether,blue,3.954545455
shae by sassafras,purple,4.483870968
anouk,red,4.430232558
chkokko,multi,4.366904877
soch,grey,4.303577196
global desi,pink,4.240249515
pothys,pink,4.176921835
montrez,blue,4.113594154
montrez,black,4.050266473
fashor,pink,3.986938792
karmic vision,black,3.923611111
miss chase,blue,3.798165138
silk bazar,yellow,3.679715302
mango,black,4.15
trendyol,black,4.285185185
bhama couture,white,4.420370371
max,blue,4.555555556
ishin,mustard,4.247191011
street 9,maroon,3.92
purys,brown,3.956913876
rajesh silk mills,red,3.993827751
stylee lifestyle,yellow,4.030741627
color cocktail,black,4.067655503
max,pink,4.104569378
urbanic,blue,4.141483254
coastland,blue,4.178397129
street 9,blue,4.215311005
ishin,blue,3.866666667
oxolloxo,black,3.856410257
shae by sassafras,green,3.846153846
roadster,grey,4.089743589
soch,navy blue,4.333333333
tokyo talkies,green,4.411764706
house of pataudi,blue,4.263157895
moda rapido,blue,4.20123839
jc collection,multi,4.139318886
marks & spencer,black,4.077399381
the label life,black,4.015479876
vishudh,cream,3.953560372
oxolloxo,multi,3.891640867
mitera,white,3.829721362
styli,off white,3.767801858
ethnic junction,black,3.705882353
salwar studio,gold,4.114285714
uptownie lite,black,4.037037037
mayra,pink,3.914351852
roadster,charcoal,3.791666667
urbanic,green,3.934795322
redround,blue,4.077923977
tokyo talkies,lavender,4.221052632
soch,charcoal,4.471637427
anouk,white,4.722222222
jc collection,blue,4.65688655
wisstler,grey,4.591550879
mango,off white,4.526215207
forever 21,grey,4.460879536
max,rose,4.395543864
lilots,turquoise blue,4.330208193
sangria,beige,4.264872521
athena,lime green,2.5
zink london,grey,4.333333333
anouk,purple,3.583333333
fabglobal,green,4.041666667
door74,green,4.5
ira soleil,black,4.090909091
ether,blue,4.200757576
stylee lifestyle,green,4.310606061
i saw it first,pink,4.420454546
vero moda,blue,4.53030303
panit,white,4.640151515
h&m,pink,4.75
mod ecru,yellow,4.650735294
monte carlo,grey,4.551470588
shingora,black,4.452205882
rajnandini,beige,4.352941176
people,blue,4.372727273
mitera,pink,3
dart studio,white,3.444444445
chkokko,multi,3.888888889
sassafras,coral,4.714285714
sugr,grey,4.230769231
mango,brown,4.615384616
loom legacy,grey,5
anouk,maroon,3.928571429
athena,blue,4.029761905
salmon stretch,navy blue,4.130952381
kesarya,green,4.232142857
berrylush,red,4.333333333
rareism,mustard,4.395555555
dressberry,white,4.457777778
stylestone,blue,4.52
saadgi,peach,4.441818182
fablestreet,maroon,4.363636364
gerua,white,4.461538462
stylee lifestyle,blue,4.138461539
zheia,black,3.815384615
ives,blue,3.907692308
roadster,pink,4
clora creation,off white,4.2
looknbook art,cream,4.227272727
athlisis,maroon,2.8
all about you,mustard,3.15
u&f,black,3.5
mango,peach,3.75
kalini,green,4
delan,maroon,3.9625
dart studio,white,3.925
chkokko,multi,3.8875
only,pink,3.85
smarty pants,magenta,4.206896552
style quotient,off white,4.333333333
dressberry,coral,3.818181818
clora creation,turquoise blue,4.01981352
mayra,maroon,4.221445221
sassafras,blue,4.423076923
monjolika fashion,magenta,5
aurelia,white,3.947368421
neudis,green,3.906140351
shae by sassafras,green,3.864912281
stylee lifestyle,olive,3.823684211
v-mart,pink,3.78245614
h&m,blue,3.74122807
fablestreet,black,3.7
harvard,blue,4.4375
monte carlo,green,3.818181818
mast & harbour,mustard,4.3125
dart studio,white,4.10625
oxolloxo,black,3.9
westclo,white,4.155555556
house of pataudi,sea green,4.411111111
mango,green,4.666666667
safaa,yellow,4.533333334
dupatta bazaar,red,4.4
salmon stretch,blue,4.266666667
only,green,4.133333333
puma,pink,4.27
kesarya,yellow,4.406666667
soch,grey,4.543333333
espresso,navy blue,4.68
vishudh,navy blue,3.924418605
saadgi,pink,3.333333333
vividartsy,lavender,4.238335435
sassafras,blue,4.125
zola,blue,4.448275862
dart studio,white,4.206257982
safaa,brown,3.964240102
tokyo talkies,blue,3.722222222
kassually,blue,3.814814815
20dresses,red,3.907407407
sangria,orange,4
kassually,olive,3.5
swtantra,sea green,3
divastri,green,3.345528455
june & harry,green,3.691056911
tokyo talkies,green,4.036585366
high star,blue,4.285714286
veni vidi vici,black,4
campus sutra,maroon,4.125
dart studio,off white,4.25
stylee lifestyle,maroon,4.375
chkokko,multi,4.5
desi weavess,black,3.9375
indo era,navy blue,4.28
tokyo talkies,navy blue,4.666666667
globus,black,3.625
aeropostale,black,3.697916667
kesarya,yellow,3.770833333
truerevo,grey,3.84375
shingora,brown,3.916666667
mango,blue,3.989583333
cherokee,green,4.0625
tag 7,white,3.856269113
tokyo talkies,white,4.2
house of pataudi,red,3.702702703
dexter by kook n keech,black,4.652173913
urbanic,navy blue,3.934782609
stylee lifestyle,navy blue,3.217391304
roadster,rose,2.5
vrsales,green,3.133333333
darzi,yellow,3.766666667
sera,white,4.4
pashtush,pink,4.404761905
cottinfab,sea green,4.40952381
sf jeans by pantaloons,olive,4.414285715
urbanic,blue,4.419047619
kalini,green,4.423809524
hypernation,blue,4.428571429
darzi,maroon,4.297619048
clora creation,maroon,4.166666667
roadster,navy blue,4.234693878
dart studio,maroon,3.846938776
kvsfab,pink,3.459183673
kassually,green,3.071428571
mango,black,3.285714286
candyskin,rose,3.723809524
the vanca,mustard,4.161904762
anouk,red,4.6
zalora basics,black,4.072727273
kalini,purple,3.545454545
high star,blue,4.666666667
safaa,white,4.426992438
broadstar,grey,4.187318208
vishudh,navy blue,3.947643979
shaily,blue,3.333333333
stylee lifestyle,turquoise blue,4.6
harvard,navy blue,3.913043478
ancestry,white,4.161200102
tokyo talkies,purple,4.409356725
wishful,green,4.304678363
chemistry,navy blue,4.2
sassafras,black,4.333333333
vishudh,red,3.56
mayra,black,3.622857143
silk land,off white,3.685714286
cl sport,olive,3.748571429
mitera,white,3.811428571
powersutra,black,3.874285714
tistabene,orange,3.937142857
kalt,maroon,4
fabnest,yellow,3.363636364
varanga,pink,3.674074074
indo era,orange,4.75
ether,green,4.434782609
redround,grey,2.6
chkokko,multi,2.887912088
chhabra 555,grey,3.175824176
jc collection,white,3.463736264
zivame,purple,3.751648351
yufta,pink,4.039560439
dressberry,purple,4.327472527
inweave,red,4.615384615
sassafras,orange,3.866666667
pluss,navy blue,4.25
moksha designs,orange,4.081366238
jaipur kurti,pink,3.912732475
office & you,brown,4.100944551
vastranand,red,4.289156627
kalt,red,4.375
sassafras,black,3.972477064
harvard,black,3.851851852
studio shringaar,gold,4.416666667
sassafras,white,3.8
tokyo talkies,green,4.076923077
clora creation,red,3.7
ancestry,pink,3.516666667
fablestreet,teal,3.333333333
stylee lifestyle,grey,3.589743589
silk land,green,3.846153846
wearjukebox,grey,4.102564102
atsevam,green,4.358974359
dupatta bazaar,gold,4.615384615
sweet dreams,pink,4.434931507
roadster,black,4.254478398
magre,black,3.7
kalt,navy blue,4.365384615
sassafras,yellow,3.516129032
tokyo talkies,black,3.476190476
luni,blue,3.680952381
kinder kids,peach,3.885714286
ether,blue,4.09047619
off limits,sea green,4.295238095
nobarr,brown,4.5
goldstroms,olive,4.452380952
biba,grey,4.404761905
satrani,red,4.357142857
soch,beige,4.308270677
sweet dreams,pink,4.259398496
clora creation,red,4.210526316
mf,beige,4.212133387
roadster,navy blue,4.213740458
anouk,maroon,3.526315789
mitera,purple,3.919407895
perfkt-u,black,4.3125
anwaind,blue,3.45625
rivi,blue,2.6
rangriti,navy blue,2.734545455
cushybee,charcoal,2.869090909
libas,beige,3.003636364
adidas,navy blue,3.138181818
poonam designer,lime green,3.272727273
bostreet,green,3.588019732
styli,green,3.903312192
dressberry,white,4.218604651
street 9,beige,4.357142857
biba,navy blue,4.2
suta,rust,4.5
mango,yellow,4.285714286
harvard,grey,4.25
anouk,pink,4
biba,white,4.06122449
minions by kook n keech,yellow,4.12244898
mbe,black,4.18367347
fabindia,red,4.244897959
stylee lifestyle,black,4.306122449
clora creation,grey,4.367346939
pluss,blue,4.428571429
warthy ent,yellow,4.220496895
perfkt-u,maroon,4.01242236
campus sutra,grey melange,3.804347826
roadster,pink,3.998687664
rajnandini,beige,4.121985342
rangmanch by pantaloons,white,4.245283019
raisin,sea green,4.289308176
roadster,blue,4.333333333
indo era,green,4.147651007
inddus,blue,4.123238255
latin quarters,black,4.098825504
broowl,navy blue,4.074412752
house of pataudi,purple,4.05
studio rasa,yellow,4.108031674
bebe,rust,4.166063348
de moza,blue,4.224095023
urbanic,khaki,4.282126697
shingora,rust,4.340158371
miss chase,maroon,4.398190045
roadster,olive,4.298245614
raisin,blue,4.330241588
rajnandini,red,4.362237561
dodo & moa,navy blue,4.394233535
kassually,brown,4.426229508
her by invictus,pink,4
tokyo talkies,pink,3.560606061
redround,blue,3.568627451
jc collection,pink,3.581403186
rang gali,green,3.594178921
silk land,red,3.606954657
alaya by stage3,green,3.619730392
shewill,navy blue,3.632506127
swtantra,grey,3.645281863
only,blue,3.658057598
sassafras,maroon,3.670833333
american eagle outfitters,off white,3.864262821
revolution,black,4.057692308
divastri,purple,4.606060606
tokyo talkies,blue,4.169811321
dupatta bazaar,green,4.25
nayo,blue,4.308988764
jc collection,blue,4.177007002
iti,pink,4.04502524
inddus,black,3.913043478
rareism,black,3.877846791
readiprint fashions,grey,3.842650103
rangriti,blue,3.807453416
mast & harbour,blue,3.772256729
alaya by stage3,purple,3.737060042
aawari,green,3.701863354
fabnest,yellow,3.666666667
jompers,red,4.413793103
belle fille,blue,4.140229885
divastri,black,3.866666667
here&now,black,4.277027027
anouk,purple,3.788732394
pluss,purple,4.159340659
saree mall,green,3.855532399
vastranand,white,3.551724138
chemistry,brown,3.756704981
monte carlo,green,3.961685824
hill street,black,4.166666667
paris hamilton,black,4.05
rangriti,blue,3.80625
sassafras,green,3.5625
w,white,3.82852215
indibelle,black,4.094544299
shae by sassafras,green,4.360566449
stylestone,black,4.367783225
style quotient,maroon,4.375
revolution,black,4.622377622
fablestreet,black,4.458333333
tokyo talkies,blue,3.980487805
mango,maroon,3.916666667
purvaja,green,3.603773585
anouk,turquoise blue,3.608515021
armure,brown,3.613256456
lewawaa,yellow,3.617997892
women touch,blue,3.622739327
kalini,grey,3.627480763
wearjukebox,blue,3.632222198
shingora,maroon,3.636963633
janasya,black,3.641705069
miss chase,white,3.637735849
off label,mustard,4.049637156
saffron threads,cream,4.461538462
instafab plus,maroon,3.384615385
all about you,grey,3.575757576
biba,green,4.210955711
anouk,turquoise blue,4.846153846
style quotient,tan,3.8
darzi,yellow,3.773333333
bostreet,brown,3.746666667
urbanic,black,3.72
clora creation,green,3.693333334
vividartsy,peach,3.666666667
fashionuma,blue,3.875921538
popwings,black,4.085176409
marie claire,off white,4.29443128
dressberry,black,4.489028213
aurelia,gold,3.846153846
global desi,blue,3.986324786
cation,blue,4.126495727
sassafras,silver,4.266666667
suta,green,4
ahika,red,4.133802817
saka designs,blue,4.283646322
biba,blue,4.433489828
levis,blue,4.583333333
ahalyaa,mauve,4.541400164
belliskey,blue,4.499466994
portobello,red,4.457533825
alaya by stage3,white,4.415600656
ashtag,olive,4.373667486
varanga,black,4.331734317
sassafras,grey,4.685714286
stylee lifestyle,maroon,3.898412698
zima leto,multi,3.111111111
sztori,yellow,3.914285714
dressberry,grey,4.109523809
amydus,black,4.304761905
sassafras,pink,4.5
divastri,white,4.375
pluss,maroon,4.25
vairagee,green,4.125
paralians,green,4
clora creation,white,4.020865862
unaone,black,4.041731725
bostreet,black,4.062597587
styli,brown,4.08346345
sera,blue,4.104329312
belle fille,orange,3.759860203
athena,beige,3.415391095
akimia,black,3.070921986
style quotient,grey,3.580915539
suta,beige,4.090909091
jc collection,black,4.170454546
urbanic,blue,4.25
flaher,peach,4.241481481
buy new trend,maroon,4.232962963
malhaar,orange,4.224444444
vero moda,purple,4.215925926
berrylush,pink,4.207407407
stylee lifestyle,beige,4.198888889
xenilla,yellow,4.19037037
envy me by fashor,cream,4.181851852
mitera,turquoise blue,4.173333333
ahalyaa,white,4.642857143
vishudh,brown,3.568345324
tokyo talkies,black,4.084518828
espresso,off white,4.4
hangup,gold,4.414285715
street 9,navy blue,4.428571429
sugr,white,4.857142857
roadster,blue,4.128571429
inweave,blue,3.4
readiprint fashions,grey,3.561538462
femme luxe,grey melange,3.723076923
inweave,green,3.884615385
akshatani,black,4.046153846
xenilla,green,4.207692308
bostreet,fluorescent green,4.369230769
span,multi,4.530769231
sassafras,red,4.692307692
her by invictus,grey,3.647058824
anayna,yellow,4.422619048
zima leto,multi,3
vishudh,blue,3.828877005
cayman,black,3.6
dupatta bazaar,turquoise blue,3.675
sangria,purple,3.75
readiprint fashions,pink,3.875
tag 7,white,4
pluss,beige,3.888888889
zola,yellow,3.944444445
saubhagya,pink,4
bostreet,pink,4.055555556
vero moda,blue,4.111111111
mast & harbour,coffee brown,4.166666667
oxolloxo,blue,4.037037037
global desi,peach,3.907407408
tarama,blue,3.777777778
rute,grey melange,4.171497585
libas,maroon,4.565217391
iki chic,yellow,4.40010352
fabindia,beige,4.234989648
readiprint fashions,black,4.069875777
purvaja,green,3.904761905
sassafras,pink,4.111111111
kraus jeans,blue,3.4
sangam prints,pink,3.543622047
soch,navy blue,3.687244094
karaj jaipur,peach,3.830866142
h&m,green,3.974488189
vishudh,navy blue,4.118110236
tokyo talkies,green,4.170454545
iki chic,purple,4.28030303
indya,yellow,4.390151515
hrx by hrithik roshan,brown,4.5
om sai latest creation,grey,3.777777778
mitera,red,3.951851852
readiprint fashions,red,4.125925926
urbanic,blue,4.3
popnetic,peach,4.375
banarasi style,mustard,4.45
lykkein,brown,4.525
house of pataudi,purple,4.6
forever new,white,4.45
na-kd,beige,4.3
urbanic,purple,4.15
w,lime green,4
sassafras,green,4.4
clora creation,maroon,4.064516129
libas,white,4.512195122
stylee lifestyle,pink,4.402069475
hangup,beige,4.291943829
oxolloxo,cream,4.181818182
just wow,yellow,4.130434783
vero moda,pink,3
house of kari,green,3.634408602
nayo,multi,4.268817204
marks & spencer,off white,3.75
pashtush,maroon,3.261904762
griffel,navy blue,2.773809524
only,blue,2.285714286
fashionuma,brown,3.30952381
klotthe,maroon,4.333333333
jaipur kurti,red,4.25
campus sutra,maroon,4.058823529
urbanic,olive,4.5
tokyo talkies,yellow,4.135135135
house of kari,blue,4.131756757
armure,grey,4.128378378
purvaja,green,4.125
allen solly woman,blue,3.861111111
stylee lifestyle,teal,3.597222222
trendyol,blue,3.333333333
pashtush,pink,2
indya,green,4
styli,blue,4.053488372
soch,navy blue,4.106976744
melange by lifestyle,off white,4.160465116
miss chase,yellow,4.213953488
inddus,pink,4.26744186
berrylush,pink,3.906448203
mango,beige,3.545454545
levis,navy blue,4.317073171
sztori,teal,4.294117647
harpa,black,3.352941176
house of kari,white,3.598039215
mitera,yellow,3.843137254
jump usa,navy blue,4.088235294
sangria,pink,4.333333333
readiprint fashions,blue,4.307383041
apratim,red,4.281432748
alaya by stage3,black,4.255482456
popwings,red,4.229532164
anti culture,blue,4.203581871
athena,burgundy,4.177631579
oxolloxo,brown,3.857142857
chkokko,grey,3.878571429
redround,pink,3.9
dressberry,white,3.901818182
sasimo,pink,3.903636364
rangmanch by pantaloons,rust,3.905454545
mango,grey melange,3.907272727
anouk,blue,3.909090909
jerfsports,coral,3.954921767
mango,olive,4.000752624
readiprint fashions,mauve,4.046583482
rght,cream,4.092414339
kraus jeans,blue,4.138245197
mirchi fashion,orange,4.184076054
max,blue,4.229906912
belle fille,red,4.275737769
janasya,pink,4.321568627
sassafras,rose,4.306608884
street 9,lavender,4.195652174
american eye,pink,4.195962733
purple state,blue,4.196273292
indo era,green,4.196583851
safaa,maroon,4.19689441
jerfsports,yellow,4.197204969
divastri,pink,4.197515528
levis,blue,4.197826087
mitera,teal,4.198136646
vishudh,pink,4.198447205
r&b,olive,4.198757764
van heusen woman,pink,4.199068323
ancestry,mustard,4.199378882
rangmanch by pantaloons,mustard,4.199689441
silai bunai,mustard,4.2
pluss,white,4.170634921
chkokko,grey melange,4.405317461
w,off white,4.64
monte carlo,black,4.454545455
miss chase,maroon,4.330909091
safaa,mustard,4.207272727
jerfsports,mustard,4.083636364
vairagee,pink,3.96
biba,orange,4.222222222
clora creation,black,4.185185185
antheaa,pink,4.148148148
fashionuma,red,4.111111111
max,gold,4.074074074
broadstar,blue,4.037037037
vrsales,grey,4
hrx by hrithik roshan,green,3.939393939
house of pataudi,green,4.489795918
insua,red,4.421368547
roadster,peach,4.352941176
iti,red,3.962184874
sangria,sea green,3.571428571
sangria,blue,3.640189328
safaa,grey,3.708950086
jerfsports,pink,3.777710843
sugr,blue,3.846471601
clora creation,black,3.915232358
street 9,red,3.983993115
bostreet,grey,4.052753873
the pink moon,pink,4.12151463
anti culture,green,4.190275388
campus sutra,blue,4.259036145
only,yellow,3.9375
yash gallery,black,4.333333333
ziyaa,navy blue,3.892608089
libas,orange,4.615384615
high star,black,3.863636364
redround,red,4.093023256
rajnandini,white,3.5
reistor,white,3.675
kalini,mustard,3.85
globus,black,3.8910162
h&m,beige,3.932032401
sangria,mustard,3.973048601
unaone,black,4.014064801
apratim,blue,4.055081001
chemistry,blue,4.096097202
veni vidi vici,white,4.137113402
alcis,navy blue,4.727272727
belle fille,purple,4.501567398
sugathari,green,4.275862069
rooted,grey,4.499042146
zola,black,4.722222222
insua,green,4.486111111
urbanic,pink,4.25
myshka,black,3.5
anouk,mustard,4
divastri,yellow,4.25
stylee lifestyle,grey,4.5
charukriti,blue,4.75
urbanic,black,5
faballey,red,4.533333333
i love she,maroon,4.066666667
ahalyaa,peach,3.6
roadster,rust,4.080357143
tokyo talkies,khaki,4.137254902
kipek,navy blue,4.140931373
chhabra 555,pink,4.144607843
kassually,blue,4.148284314
mango,black,4.151960785
warthy ent,red,4.155637255
tales & stories,blue,4.159313726
apratim,red,4.162990196
sassafras,black,4.166666667
aarbee,pink,3.638888889
rustorange,maroon,3.111111111
bostreet,red,2.583333334
sangria,green,2.055555556
sera,blue,1.527777778
belle fille,red,1
tokyo talkies,off white,4.2
weavers villa,beige,4.045652174
ethnic junction,grey,3.891304348
ahalyaa,brown,3.912318841
uptownie lite,red,3.933333333
campus sutra,navy blue,3.857142857
kipek,maroon,3.555555556
ode by house of pataudi,orange,4.590909091
titliyan,blue,4.595454546
saree mall,peach,4.6
inweave,black,4.475308642
klotthe,navy blue,4.350617284
only,grey,4.225925926
vero moda,white,4.101234568
alaya by stage3,green,3.97654321
belle fille,red,3.851851852
miss chase,blue,4.294117647
souchii,orange,4.3
saree mall,red,4.166666667
the dry state,black,4.114942529
all about you,black,4.070175439
hrx by hrithik roshan,navy blue,4.5
global desi,mustard,4.35
rivi,black,4.2
street 9,lime green,4.05
cantabil,red,3.9
griffel,purple,3.75
forever 21,rust,3.6
fashionuma,green,3.45
mitera,red,3.3
tales & stories,beige,3.15
fabindia,multi,3
jaipur kurti,blue,4.337423313
athena,pink,3.962962963
roadster,olive,4.2
sassafras,black,4.408695652
saree mall,cream,3.746223565
hrx by hrithik roshan,grey,4.055555556
mafadeny,pink,4.027777778
pistaa,white,4
kica,charcoal,4.222222222
mitera,magenta,4.444444445
forever 21,black,4.666666667
chemistry,navy blue,4.4
jansi,beige,4.412307692
taavi,blue,4.424615385
weavetech impex,yellow,4.436923077
merlot,olive,4.44923077
dressberry,olive,4.461538462
h&m,black,4.430769231
studio shringaar,maroon,4.4
20dresses,black,4.366666667
code by lifestyle,pink,4.333333333
ahalyaa,black,4.354166666
malhaar,pink,4.375
dolce crudo,white,4.395833334
taavi,blue,4.416666667
warthy ent,red,3.848333334
vishudh,blue,3.28
safaa,yellow,3.253603604
styli,pink,3.227207207
soch,beige,3.200810811
b.copenhagen,orange,3.174414415
dolce crudo,navy blue,3.148018018
mabish by sonal jain,green,3.121621622
fablestreet,olive,4.446808511
harvard,green,3.772727273
dressberry,navy blue,4.3
mafadeny,khaki,4.413888889
tokyo talkies,black,4.527777778
lill,yellow,4.406746032
anouk,navy blue,4.285714286
safaa,peach,4.282724253
urbanic,black,4.279734219
calvin klein jeans,blue,4.276744186
charkhee,orange,4.273754153
molcha,mustard,4.27076412
shaily,orange,4.267774086
mf,purple,4.264784053
belle fille,lavender,4.26179402
varanga,white,4.258803986
hubberholme,charcoal,4.255813953
oxolloxo,black,4.5625
urbanic,pink,4.125
dodo & moa,black,4.331730769
all about you,yellow,4.538461538
mitera,grey,4.560096154
kook n keech emoji,green,4.581730769
safaa,peach,4.603365385
pluss,olive,4.625
patrorna,purple,4.471313747
dupatta bazaar,green,4.317627494
mango,black,4.163941242
tag 7,black,4.010254989
soch,gold,3.856568736
mayra,black,3.702882483
invincible,red,3.882854854
vishudh,yellow,4.062827225
dupatta bazaar,white,3.862068966
indya,maroon,4
dodo & moa,black,4.5
kook n keech emoji,blue,5
berrylush,multi,4.911904762
safaa,sea green,4.823809524
saree swarg,green,4.735714286
divastri,navy blue,4.647619048
forever 21,pink,4.55952381
salwar studio,gold,4.471428571
urbanic,yellow,4.383333333
calvin klein jeans,blue,4.295238095
b.copenhagen,brown,4.207142857
sassafras,red,4.119047619
stylestone,blue,4.461538462
vero moda,black,3.6
anouk,grey,4.265822785
roadster,green,4.205882353
dressberry,pink,3.875
suta,white,4.727272727
missguided,grey melange,4.479020979
tokyo talkies,olive,4.230769231
house of kari,multi,4.227189035
style quotient,black,4.223608838
stylee lifestyle,peach,4.220028642
tikhi imli,maroon,4.216448446
weavers villa,green,4.212868249
libas,black,4.209288053
na-kd,white,4.205707856
high star,white,4.20212766
merlot,blue,4.22483834
mast & harbour,pink,4.24754902
ada,black,4.170542636
street 9,fluorescent green,4.069767442
thara sarees,off white,4.22832981
kinder kids,pink,4.386892177
brinns,white,4.545454545
akkriti by pantaloons,grey,4.409090909
safaa,beige,4.272727273
united colors of benetton,navy blue,4.136363636
h&m,orange,4
ahalyaa,blue,4.060471976
all about you,teal,4.120943953
bostreet,blue,4.181415929
raassio,black,4.241887905
belle fille,pink,4.302359882
clora creation,white,4.362831858
ahalyaa,maroon,3.78125
souchii,pink,4.357142857
code by lifestyle,grey,4.181818182
zola,white,4.41509434
safaa,grey,4.361320755
styl co.,cream,4.30754717
harpa,burgundy,4.253773585
marks & spencer,white,4.2
h&m,brown,4.293103448
jinfo,black,4.272508123
bostreet,white,4.251912797
xenilla,blue,4.231317472
swtantra,magenta,4.210722146
karaj jaipur,green,4.190126821
belle fille,sea green,4.169531495
darzi,black,4.14893617
cottinfab,white,3.985074627
athena,lime green,4.042553191
sztori,navy blue,4.704545455
tokyo talkies,green,4.455284553
libas,burgundy,4.484126984
american eagle outfitters,blue,4.538461538
safaa,off white,4.48076923
dodo & moa,burgundy,4.423076923
varanga,off white,4.365384615
kipek,navy blue,4.307692308
sassafras,blue,4.25
fashionuma,green,4.222222222
the chennai silks,black,4.194444445
soch,grey,4.166666667
u.s. polo assn. women,grey,4.138888889
erotissch,black,4.111111111
safaa,yellow,4.083333334
all about you,peach,4.055555556
faballey,pink,4.49
dupatta bazaar,gold,3.852941176
urbanic,coral,3.981016043
suta,brown,4.109090909
the silhouette store,pink,4.281818182
shaye,red,4.454545455
mitera,red,3.941558442
anouk,green,3.428571429
desinoor.com,grey,4.333333333
mango,off white,5
only,white,4.726190476
i love she,white,4.452380953
kassually,yellow,4.178571429
dressberry,burgundy,4.35840708
20dresses,blue,4.333333333
iki chic,pink,4.087719298
shae by sassafras,pink,3.842105263
otorva,black,3.955342903
scorpius,orange,4.068580542
mitera,red,4.181818182
a.t.u.n.,yellow,4.235497836
dupatta bazaar,sea green,4.289177489
berrylush,maroon,4.342857143
shae by sassafras,black,4.308517258
miss chase,blue,4.274177373
stylee lifestyle,off white,4.239837488
toulin,teal,4.205497602
nayrah,pink,4.171157717
varanga,off white,4.136817832
harpa,rust,4.135075583
voxati,maroon,4.133333333
ahalyaa,black,4.050793651
hrx by hrithik roshan,brown,3.968253968
tokyo talkies,green,3.885714286
chkokko,blue,3.899579832
a.t.u.n.,navy blue,3.913445378
kvsfab,teal,3.927310925
mango,black,3.941176471
levis,blue,4.9
yeros,black,4.676190476
wuxi,purple,4.452380952
vero moda,yellow,4.228571428
shingora,grey,4.004761905
aawari,tan,3.780952381
annabelle by pantaloons,multi,3.557142857
belle fille,purple,3.333333333
stylee lifestyle,blue,3.666666667
roadster,navy blue,4
all about you,blue,4.083333333
chkokko,blue,4.166666667
sangria,green,4.25
a.t.u.n.,fuchsia,4.205357143
purple state,pink,4.160714286
harvard,navy blue,4.116071428
cutiekins,grey,4.071428571
saadgi,coffee brown,4.056122449
ira soleil,gold,4.040816326
forever 21,black,4.025510204
b.copenhagen,orange,4.010204081
max,black,3.994897959
belle fille,pink,3.979591836
anouk,teal,3.964285714
pluss,green,4.285714286
here&now,off white,4.03030303
crimsoune club,maroon,4.258297258
a.t.u.n.,off white,4.486291486
puma,purple,4.714285714
hill street,white,4.568783069
w,beige,4.423280423
pluss,blue,4.277777778
aawari,blue,4.258503402
pothys,green,4.239229025
stylee lifestyle,blue,4.219954649
saadgi,red,4.200680272
emprall,beige,4.181405896
vero moda,purple,4.162131519
roving mode,black,4.142857143
belle fille,fuchsia,3.942857143
baby lakshmi,yellow,3.742857143
ahalyaa,sea green,3.542857143
m&h easy,white,3.342857143
rajnandini,green,3.8
kraus jeans,teal,4.333333333
mitera,yellow,4.322033898
h&m,black,4.276401565
all about you,green,4.230769231
hill street,blue,4.054945055
only,yellow,3.879120879
vaaba,navy blue,3.703296703
v&m,black,3.527472528
tag 7,brown,3.351648352
vero moda,blue,3.175824176
pepe jeans,navy blue,3
roadster,white,4.004833837
ahalyaa,navy blue,4.322416919
dressberry,grey melange,4.64
vero moda,black,4.2
stylee lifestyle,purple,4.322522523
kinder kids,blue,4.445045045
h&m,red,4.567567568
zalora basics,yellow,4.211711712
lykkein,pink,3.855855856
fablestreet,green,3.5
molcha,off white,4.375
dupatta bazaar,mustard,4.5875
w,white,4.8
kassually,lime green,4.72
vero moda,white,4.64
bronz,grey,4.56
belle fille,yellow,4.48
spykar,yellow,4.4
kassually,pink,4.45
fablestreet,teal,4.5
rangmanch by pantaloons,red,4.214285714
tokyo talkies,green,4.27027027
98 degree north,pink,4.161450925
uptownie lite,black,4.052631579
westclo,maroon,4.304093568
house of pataudi,blue,4.555555556
stylee lifestyle,orange,4.415343916
warthy ent,blue,4.275132275
tales & stories,blue,4.134920635
soch,purple,3.994708995
lagashi,copper,3.854497354
vishudh,black,3.714285714
alcis,navy blue,4.038961039
roadster,navy blue,4.363636364
bitiya by bhama,fuchsia,3.783018868
miss chase,white,3.744897959
bronz,green,3.5
98 degree north,cream,3.666666667
readiprint fashions,beige,3.833333333
people,pink,4
siril,blue,4.625
chkokko,multi,4.548029557
manzon,cream,4.471059113
saadgi,pink,4.39408867
anouk,multi,4.317118227
fablestreet,black,4.240147784
max,cream,4.16317734
roving mode,white,4.086206897
roadster,navy blue,4.219143577
belle fille,green,2.714285714
campus sutra,mustard,4.275996113
ancestry,navy blue,4.19002766
readiprint fashions,green,4.104059206
zalora basics,pink,4.018090753
yash gallery,brown,3.932122299
dressberry,lavender,3.846153846
nayo,black,4.444444444
griffel,blue,4.192129629
dupatta bazaar,cream,3.939814815
sassafras,peach,3.6875
warthy ent,black,3.802970679
soch,black,3.918441358
