brand,avg_rating
divyank,3.926829268
ritu kumar,4.167118338
roadster,4.407407407
libas,4
shae by sassafras,3.722222222
woowzerz,3.444444444
forever 21,5
go colors,4.883333333
chhabra 555,4.766666667
urbanic,4.65
soch,4.533333334
chhabra 555,4.416666667
roadster,4.472972973
tokyo talkies,4.363636364
global desi,4.266666667
deebaco,4.619047619
zola,4.8
rang gali,3.875
missguided,4.875
indo era,4.243801653
soch,4.238406795
levis,4.233011938
libas,4.22761708
mast & harbour,4.222222222
mango,4.333333333
chhabra 555,4.444444445
ada,4.555555556
kassually,4.019607843
20dresses,4.387755102
juniper,4.333333333
tokyo talkies,4.5
columbia,4.146341464
kalini,3.792682927
biba,3.889735773
sangria,3.986788618
ishin,4.083841464
beatitude,4.180894309
wishful,4.277947155
tokyo talkies,4.375
kalini,4.333333333
honey by pantaloons,4.291666667
molcha,4.25
mango,4
juelle,4.160714286
bannos swagger,4.321428571
soch,4.160714286
indya,4
mango,4.008823529
vero moda,4.017647059
allen solly woman,4.026470588
rang gali,4.035294118
ms retail,4.044117647
na-kd,4.052941176
kalini,4.061764706
tommy hilfiger,4.070588235
cot'n soft,4.079411765
go colors,4.088235294
anouk,4.047401485
vastranand,3.538461538
shubhkala,4.636363636
kazo,3.764705882
chkokko,4.038602941
dressberry,4.3125
cub mcpaws,4.3
roadster,4.045454545
mitera,4.022727273
harpa,4
global desi,3.966666667
rang gali,3.933333333
zink london,3.9
tommy hilfiger,3.866666666
global desi,3.833333333
vishudh,4.428571429
sangria,4.26
people,4.529411765
panchhi,4.6
all about you,4.36
roadster,4.309032258
here&now,4.258064516
studio shringaar,3.8
tokyo talkies,4.09375
mitera,3.296875
white fire,2.5
pluss,4.083333333
forever 21,4.5
tommy hilfiger,4.293103449
myshka,4.086206897
moda rapido,3.181818182
and,4.285714286
and,4.289285715
readiprint fashions,4.292857143
mitera,4.296428572
tokyo talkies,4.3
clora creation,4.213095238
vishudh,4.126190476
kassually,4.039285714
tokyo talkies,3.952380952
swtantra,4.003052503
only,4.053724053
aarbee,4.104395604
loom legacy,4.155067155
saree mall,4.205738705
juniper,4.256410256
panchhi,5
roadster,4.385542169
tarama,3.771084337
anouk,3.837920489
chhabra 555,3
rute,3.583333333
reebok,4.833333333
grass by gitika goyal,4.608187134
ada,4.383040936
all about you,4.157894737
inddus,3.75
pothys,2.333333333
fleximaa,3.285353535
shaily,4.237373737
fablestreet,3.363636364
biba,4.423076923
chemistry,4.166666667
satrani,3.5
people,2.833333333
shubhvastra,2.948696265
ada,3.064059196
inddus,3.179422128
clora creation,3.29478506
mango,3.410147991
only,3.525510923
only,3.640873854
chemistry,3.756236786
v&m,3.871599718
mbe,3.986962649
saree mall,4.102325581
w,4.571428571
mast & harbour,3.75862069
roadster,4.289719626
zola,4.666666667
urbanic,4.75
sugathari,4.833333333
miramor,4.916666667
fablestreet,5
zalora basics,4.862139918
satrani,4.724279835
the silhouette store,4.586419753
fashor,4.448559671
only,4.310699588
go colors,4.172839506
fablestreet,4.155555556
bronz,4.282323233
salwar studio,4.409090909
nakkashi,4.48715415
biba,4.565217391
tag 7 plus,3.866666667
ishin,4.244444445
roadster,4.622222222
taavi,5
global desi,4.850877193
monte carlo,4.701754386
satrani,4.552631579
berrylush curve,4.403508772
only,4.254385965
vishudh,4.105263158
varanga,3.660474716
athena,3.215686275
mf,3.744206774
tag 7,4.272727273
shubhkala,4.280991736
roadster,4.289256198
roadster,4
anouk,3.533333333
mango,4.777777778
flying machine,4.750915751
revolution,4.724053724
na-kd,4.697191697
only,4.670329671
loom legacy,4.643467644
kvsfab,4.616605617
ishin,4.58974359
global desi,4.294871795
ginger by lifestyle,4
h&m,3.777777778
u&f,3.555555555
rangmayee,3.333333333
berrylush,4.512820513
maxence,4.634615385
piccolo,4.756410257
na-kd,4.878205128
silk land,5
patrorna,3.3125
kalt,3.50462963
kraus jeans,3.696759259
w,3.888888889
rooted,4.164444445
hrx by hrithik roshan,4.44
piroh,4.365671642
saree mall,3.901585821
mango,3.4375
mitera,4.166666667
mango,4.199324325
sassafras,4.231981982
saffron threads,4.26463964
tokyo talkies,4.297297297
griffel,4.166666667
river of design jeans,4.053571429
satrani,3.940476191
dupatta bazaar,3.827380952
weavers villa,3.714285714
anouk,4.293275218
rooted,3.979970942
j style,3.666666667
and,3.977777778
chhabra 555,4.288888889
madame,4.6
miramor,4.344444444
satyam weaves,4.088888889
neudis,3.833333333
inddus,3.87037037
mango,3.907407407
sassafras,3.944444445
shae by sassafras,3.981481482
styli,4.018518519
soundarya,4.055555556
roadster,4.043478261
kassually,4.150837989
tokyo talkies,3.566666667
aarika,4.048780488
urbanic,4.6
urbanic,4.714285714
new balance,4.660906298
kvsfab,4.607526882
satyam weaves,4.554147465
american eagle outfitters,4.500768049
shavya,4.447388633
zink london,4.394009217
fashionuma,4.3406298
max,4.287250384
w,4.233870968
inddus,3.444444444
tokyo talkies,4.266435986
sera,3.857142857
people,4
loom legacy,4
miss chase,4
ethnic junction,4
readiprint fashions,4
sassafras,4
bostreet,4
forever 21,4
pluss,4
kalt,4
soch,4
dupatta bazaar,4
ishin,4.193548387
bronz,4
libas,4.21414914
nakkashi,3.964217427
sassafras,3.714285714
rute,3.852534562
columbia,3.99078341
tokyo talkies,4.129032258
all about you,3.846774194
raisin,3.564516129
forever 21,3.282258064
yoonoy,3
berrylush,3.185483871
tikhi imli,3.370967742
indibelle,3.556451613
sassafras,3.741935484
sweet dreams,3.694497154
kalini,3.647058824
inweave,4.333333333
ahika,4.444444444
dupatta bazaar,4.375
urbanic,2.666666667
mast & harbour,2.819047619
everdion,2.971428572
forever 21,3.123809524
bebe,3.276190477
street 9,3.428571429
satrani,3.535714286
readiprint fashions,3.642857143
cottinfab,3.75
saadgi,3.5
miss chase,4.117647059
tokyo talkies,4.197530864
inddus,4.5
urbanic,4.1
h&m,4.022368421
difference of opinion,3.944736842
kvsfab,3.867105263
libas,3.789473684
all about you,4.332236842
sassafras,4.875
paramount chikan,4.72625
pluss,4.5775
morly,4.42875
high star,4.28
style quotient,4.235521236
indo era,4.410548087
fabindia,4.25
vishudh,4.055555556
cover story,3.861111111
missguided,3.666666667
honey by pantaloons,3.8
juelle,3.921428572
fabindia,4.042857143
freakins,4.164285715
kassually,4.285714286
suta,4.241071429
cloth's villa,4.196428572
morly,4.151785714
cottinfab,4.107142857
clora creation,4.021313364
vishudh,3.935483871
style quotient,4.5
street 9,4.333333334
vastranand,4.166666667
people,4.283333334
akkriti by pantaloons,4.4
label aarna,4.325757576
alaya by stage3,4.251515152
jaipur kurti,4.177272727
rangmanch by pantaloons,4.103030303
only,4.028787879
styli,3.954545455
morly,3.88030303
ahika,3.806060606
mango,4.5
bronz,2.833333333
shubhkala,3.213675213
dupatta bazaar,3.594017094
sangria,3.974358974
tokyo talkies,4.353383459
harpa,4.333333333
salwar studio,4.194444444
soundarya,4.055555556
sassafras,3.916666667
h&m,3.777777778
ruhaans,3.716775599
trendyol,3.655773421
puma,3.594771242
shubhkala,3.533769063
shavya,3.472766885
anouk,3.411764706
indo era,4.644444444
roadster,3.857142857
style quotient,4.132275132
shae by sassafras,4.407407407
spykar,4.397916666
ethnicity,4.388425926
the weave traveller,4.378935185
meeranshi,4.369444444
h&m,4.359953704
kalini,4.350462963
bostreet,4.340972222
tokyo talkies,4.331481481
shubhkala,4.321990741
suta,4.3125
sera,2.5
forever 21,2.682539683
marks & spencer,2.865079365
harpa,3.047619048
soch,3.23015873
faballey,3.412698413
all about you,3.595238095
tag 7,3.777777778
loom legacy,3.96031746
kaajh,4.142857143
mango,4.142857143
libas,4.142857143
stylee lifestyle,4.141904762
dupatta bazaar,4.140952381
kalt,4.14
tokyo talkies,4.085714286
defacto,4.160504202
shae by sassafras,4.235294118
mameraa,3.6875
chkokko,3.736931818
faballey,3.786363636
mango,3.835795455
kvsfab,3.885227273
trendyol,3.934659091
h&m,3.984090909
max,4.033522727
bostreet,4.082954546
stylee lifestyle,4.132386364
sangria,4.181818182
kalt,4.166666667
tokyo talkies,4.625
wishful,4
aurelia,4.777777778
vastranand,2.65625
broadstar,3.1484375
clora creation,3.640625
fabindia,4.1328125
carlton london,4.625
white fire,4.59375
faballey,4.5625
vero moda,4.53125
forever 21,4.5
ethnic yard,4.35
faballey,4.2
clora creation,4.421052632
saffron threads,4.375
harvard,3.833333333
flying machine,4.357142857
urbanic,3.625
shopgarb,3.71875
cultsport,3.8125
dupatta bazaar,3.90625
mitera,4
malhaar,5
ahalyaa,4.75
nick&jess,4.547794118
urbanic,4.345588236
ethnic yard,4.143382353
miaz lifestyle,3.941176471
inddus,3.970588236
roadster,4
rajnandini,4.185840708
dupatta bazaar,3.956556718
faballey,3.727272727
gracit,4.285714286
sztori,4.418831169
vero moda,4.551948052
zola,4.685064935
marks & spencer,4.818181818
chkokko,4.728019414
zink london,4.637857009
beatitude,4.547694605
mf,4.457532201
dupatta bazaar,4.367369796
taavi,4.277207392
quiero,4.011709602
juniper,4.3
marie claire,4
tag 7,4.457142857
anouk,3.994791667
iki chic,2
urbanic,4
missguided,3.714285714
missguided,3.824967825
mettle,3.935649935
silk land,4.046332046
kalt,4.157014157
salwar studio,4.267696267
ojjasvi,4.378378378
street 9,4.456140351
dolce crudo,4.142857143
dressberry,3.9
mameraa,4.75
libas,4.652173913
sera,4.606650594
sugathari,4.561127276
fabindia,4.515603957
bebe,4.470080639
jinfo,4.42455732
unnati silks,4.379034001
only,4.333510683
salwar studio,4.287987364
marie claire,4.196940727
rute,3.794871795
tokyo talkies,3.406593407
vishudh,3.955696203
stylestone,4.333333333
ahalyaa,3.967741935
columbia,3.989717742
mitera,4.011693548
sugathari,4.033669355
the souled store,4.055645161
ritu kumar,4.077620968
athena,4.099596774
marks & spencer,4.121572581
fashionuma,4.143548387
salwar studio,4.165524194
rute,4.1875
tag 7,4.595505618
sera,4.297752809
dupatta bazaar,4
h&m,4.195121951
here&now,4.390243902
mitera,4.422394679
vastranand,4.454545455
i saw it first,4.432067933
only,4.40959041
urbanic,4.387112888
vishudh,4.364635365
urbanic,4.342157843
salwar studio,4.31968032
poonam designer,4.297202798
miss chase,4.274725275
clora creation,4.203703704
jompers,4.448979592
cottinfab,4.301412873
here&now,4.153846154
sassafras,3.2
kvsfab,3.15
levis,3.1
code 61,3.05
ritu kumar,3
indo era,3.793103448
neudis,3.888192267
apnisha,3.983281087
freakins,4.078369906
salwar studio,4.173458725
latin quarters,4.268547545
clora creation,4.363636364
cottinfab,2.375
nayo,4.140703518
kvsfab,3.998923188
saree mall,3.857142857
dressberry,4.875
max,4.598484848
sangria,4.321969697
varanga,4.045454545
chkokko,4.112878788
fabindia,4.18030303
clora creation,4.247727273
tokyo talkies,4.315151515
kvsfab,4.382575758
clora creation,4.45
here&now,4.135135135
swatika,4.013513513
harvard,3.891891892
zima leto,3.740249743
anouk,3.588607595
pepe jeans,4.111111111
honey by pantaloons,4.8
readiprint fashions,4.7
mango,4.6
jc collection,4.6
forever 21,4.6
max,4.6
tikhi imli,4.6
kvsfab,4.6
clora creation,4.6
honey by pantaloons,4.181818182
miss chase,4.098039216
dressberry,4.208144797
sandy and ritz,4.318250377
fabnest,4.428355958
sztori,4.538461538
ethnovogue,4.502263471
monte carlo,4.466065404
silk land,4.429867338
mast & harbour,4.393669271
ahika,4.357471204
levis,4.321273137
stylee lifestyle,4.285075071
charukriti,4.248877004
mast & harbour,4.212678937
varanga,3.981339469
dressberry,3.75
miss chase,3.541666667
6y collective,3.333333333
anouk,3.125
max,4.222222222
urbanic,3.5
rangriti,3.53125
clora creation,3.5625
people,3.59375
paralians,3.625
colour me by melange,3.96875
stylee lifestyle,4.3125
street 9,4.65625
chhabra 555,5
clora creation,4.586864407
sangria,4.173728814
sztori,4.375
people,4.376190476
missguided,4.377380952
ishin,4.378571429
ajile by pantaloons,4.379761905
all about you,4.380952381
sassafras,4.208333333
silk land,4.035714286
alaya by stage3,3.863095238
trendyol,3.690476191
bebe plus,3.517857143
stylee lifestyle,3.345238095
tokyo talkies,3.172619048
zink london,3
clora creation,4.789473684
aarke ritu kumar,4.323308271
broadstar,3.857142857
chhabra 555,4.115079365
street 9,4.373015873
suta,4.630952381
sangria,4.888888889
masaba,4.592592593
109f,4.296296296
malhaar,4
invictus,4.077981652
clora creation,4.155963303
ayka clothings,4.233944955
truebrowns,4.311926606
tissu,4.360465116
sassafras,4.110091743
cutecumber,4.14316677
house of pataudi,4.176241798
dolce crudo,4.209316825
pluss,4.242391853
thara sarees,4.27546688
tuna london,4.308541908
chemistry,4.341616935
poshak hub,4.374691963
tokyo talkies,4.40776699
roving mode,4.255825243
clora creation,4.103883495
ayka clothings,3.951941748
clora creation,3.8
mango,3.428571429
taavi,4.074074074
urbanic,4.023338407
anubhutee,3.97260274
pluss,4.25
diwaah,4.351851852
shubhvastra,4.453703704
flaher,4.555555556
all about you,4.71875
ancestry,4.598958333
clora creation,4.479166667
clora creation,4.359375
styli,4.239583333
ayka clothings,4.119791667
varanga,4
bhama couture,3.913043478
campus sutra,4.346491228
varanga,4.279569892
neerus,4.119713261
dugri be the one,3.959856631
mango,3.8
vishudh,3.931506849
magnetic designs,4.394324853
max,4.857142857
zalora basics,4.651360544
mitera,4.445578231
r&b,4.239795918
ayka clothings,4.034013606
mf,3.828231293
quiero,3.62244898
scorpius,3.416666667
kalini,4.055282555
anouk,3.967741935
dressberry,4.307692308
iki chic,3.92743106
tokyo talkies,3.547169811
readiprint fashions,3.898584906
rangmanch by pantaloons,4.25
vishudh,4.282051282
zivame,4.24985755
shavya,4.217663818
trendyol,4.185470086
vero amore,4.153276353
ayka clothings,4.121082621
w,4.088888889
only,4.47826087
tikhi imli,3.899253731
iki chic,4.209626866
sztori,4.52
zalora basics,4.460444444
mango,4.400888889
soch,4.341333333
mango,4.281777778
vairagee,4.222222222
clora creation,4.205277034
styli,4.188331845
ayka clothings,4.171386657
cantabil,4.154441468
and,4.13749628
moda rapido,4.120551091
dressberry,4.333333333
aurelia,3.666666667
tokyo talkies,3.682539683
ginger by lifestyle,3.698412698
moda rapido,3.714285714
label ritu kumar,3.747376917
silk land,3.780468119
ritu kumar,3.813559322
rivi,3.846650524
titliyan,3.879741727
kannan,3.91283293
portobello,3.945924132
wuxi,3.979015335
ayka clothings,4.012106537
janasya,4.04519774
indo era,4.036487759
azira,4.027777778
aarke ritu kumar,4.513888889
people,5
clora creation,4.829545455
silk land,4.659090909
forever 21,4.488636364
shubhkala,4.318181818
kannan,4.147727273
portobello,3.977272727
laasa  sports,3.806818182
styli,3.636363636
ayka clothings,3.465909091
w,3.125
ethnovogue,3.833333333
cation,4.05952381
vishudh,4.285714286
mango,3.833333333
urbanic,3.888888889
latin quarters,3.944444444
sangria,4
silk land,3.95
mango,3.9
zalora work,3.924603175
belliskey,3.949206349
wilori,3.973809524
h&m,3.998412699
tag 7,4.047619048
hrx by hrithik roshan,4.666666667
vastraa fusion,4.511319282
libas,4.355971897
ishin,4.342857143
honey by pantaloons,4.222222222
vero moda,4.527777778
fablestreet,4.833333333
shopgarb,4.833333333
shae by sassafras,4.833333333
deebaco,4.494949495
etiquette,4.156565656
montrez,3.818181818
lilots,3.852272727
the chennai silks,3.886363636
soundarya,3.920454546
akkriti by pantaloons,3.954545455
biba,4.223880597
hrx by hrithik roshan,4.204947485
jatriqq,4.186014373
jc collection,4.16708126
chemistry,4.148148148
sheczzar,4.153054764
tokyo talkies,4.15796138
chkokko,4.162867996
go colors,4.167774612
berrylush,4.172681228
busem,4.177587844
lilots,4.18249446
sangria,4.187401076
soundarya,4.192307692
mitera,4.203448276
wisstler,4.117647059
chemistry,4.3
jc mode,4.233333334
urbanic,4.166666667
zigo,3.692307692
readiprint fashions,4.143451144
saffron threads,4.594594595
roadster,3.797297298
forever 21,3
saree swarg,3.236585366
dupatta bazaar,3.473170732
soch,3.709756097
lilots,3.946341463
campus sutra,4.182926829
dupatta bazaar,4.461538462
khushal k,4.276785714
ethnovogue,4.247483766
sqew,4.218181818
jaipur kurti,4.666666667
taavi,4.27027027
urbanic,3.84
ajile by pantaloons,3.753333333
tokyo talkies,3.666666667
dressberry,2.888888889
fabindia,3.265873016
hritika,3.642857143
pluss,3.909106708
birvaa,4.175356274
yufta,4.441605839
sztori,4.484848485
broadstar,4.166666667
urbanic,3.641509434
vaaba,3.761006289
zigo,3.880503145
awesome,4
fabindia,4.058823529
inddus,4.117647059
dresstive,4.176470588
blue giraffe,4.235294118
go colors,4.294117647
birvaa,4.352941177
b.copenhagen,4.411764706
apraa & parma,4.470588236
varanga,4.529411765
tokyo talkies,3.666666667
divastri,4.125
h&m,4.386029412
max,4.647058824
faballey,4.448529412
anubhutee,4.25
safaa,4.363636364
soundarya,3.8
kalini,4.025
kalini,4.25
zheia,4.20536829
birvaa,4.160736579
indya,4.116104869
allen solly woman,4.071473158
roadster,4.026841448
revolution,4.6
global desi,4.375
ethnovogue,4.09375
campus sutra,3.8125
mango,3.53125
urbanic,3.25
mitera,3.5
woods,3.81884058
and,4.137681159
roadster,4.456521739
patrorna,2.444444444
readiprint fashions,2.833333333
varanga,3.222222222
deetya arts,3.611111111
clora creation,4
ethnovogue,4.833333333
clora creation,4.285714286
khushal k,4.231023102
moda rapido,4.285714286
kook n keech,4.222222222
urbanic,4.25
ira soleil,3.558823529
free authority,3.379411765
jc collection,3.2
kalini,4.583333333
indo era,3.720238095
vero moda,2.857142857
trendyol,3.007861937
readiprint fashions,3.158581016
here&now,3.309300096
clora creation,3.460019175
anouk,3.610738255
98 degree north,3.680369127
go colors,3.75
mast & harbour,4.581395349
chemistry,4.2
safaa,4.333333333
armure,4
kalini,4.02621232
white fire,4.05242464
rain & rainbow,4.07863696
readiprint fashions,4.104849279
spykar,4.131061599
varanga,4.183486239
mango,4.472972973
dupatta bazaar,4.418839428
sassafras,4.364705882
fabindia,3.870967742
all about you,4.454545455
roadster,4.4
missguided,4.6
nakkashi,4.8
mitera,5
patrorna,4.986111111
h&m,4.972222222
flying machine,4.958333334
unnati silks,4.944444445
nejo,4.930555556
mf,4.916666667
mabish by sonal jain,4.020833333
aurelia,3.6
prakhya,4.087912088
sztori,3.833333333
all about you,3.631578947
global desi,4.315789474
soch,5
sangria,5
cloth haus india,4.952380952
allen solly woman,4.904761905
trendyol,4.857142857
readiprint fashions,4.80952381
unnati silks,4.761904762
mango,4.714285715
miss chase,4.666666667
ayaany,5
la zoire,3.586206897
mango,4.290322581
shopgarb,4.367383513
urbanic,4.444444444
indo era,3.783505155
faballey,4.166666667
allen solly woman,4.037037037
max,3.907407408
kalini,3.777777778
ginger by lifestyle,4.545454545
h&m,4.450757576
miaz lifestyle,4.356060606
stylee lifestyle,4.261363637
miss chase,4.166666667
dupatta bazaar,4.714285714
athena,2.9375
dolce crudo,4.125
just wow,4.066666667
iki chic,3.883333334
neudis,3.7
kotty,3.761538462
vero moda,3.823076923
suti,3.884615385
looknbook art,3.946153846
iris,4.007692308
van heusen woman,4.069230769
stylee lifestyle,4.130769231
max,4.192307692
sangria,4.32389581
ayaany,4
nakkashi,3.2
myshka,3.333333333
roadster,4.091160221
jc mode,4.245580111
uptownie lite,4.4
allen solly woman,4.516666667
kraus jeans,4.633333333
kassually,4.75
la zoire,4.375
earthen by indya,4
vastranand,3.625
readiprint fashions,3.742592593
bossini,3.860185185
miss chase,3.977777778
shaily,4.132743363
magre,4.563636364
akkriti by pantaloons,3.5
street 9,4.351351351
juniper,3.666666667
98 degree north,3.833333333
hrx by hrithik roshan,4
kvsfab,4.4
urbanic,3.571428571
amydus,3.725882973
tokyo talkies,3.880337375
chhabra 555,4.034791777
apratim,4.189246178
panash trends,4.34370058
dressberry,4.498154982
studio rasa,4.25
yuris,4.239700375
tokyo talkies,4.4375
jc collection,4.578125
mabish by sonal jain,4.71875
chhabra 555,4.859375
sassafras,5
anouk,4.5
miaz lifestyle,4.472932331
house of kari,4.445864662
flying machine,4.418796993
stylee lifestyle,4.391729323
the pink moon,4.364661654
crimsoune club,4.337593985
inddus,4.310526316
sztori,3.807692308
v sales,3.760302198
defacto,3.712912088
pluss,3.665521978
elleven,3.618131869
anouk,3.570741759
style quotient,3.523351649
varanga,3.475961539
high star,3.428571429
toronfras,3.464285715
the pink moon,3.5
oxolloxo,3.535714286
ahika,3.571428572
miaz lifestyle,3.607142857
bhama couture,3.642857143
roadster,3.923076923
pepe jeans,3.545454545
chhabra 555,4
urbanic,4.666666667
jockey,4.626931877
shae by sassafras,4.587197087
allen solly woman,4.547462296
crazevilla,4.507727506
toronfras,4.467992716
biba,4.428257926
varkala silk sarees,4.388523136
next one,4.348788346
miaz lifestyle,4.309053555
mast & harbour,4.229583975
taavi,4.214285714
cutiekins,4.222222222
athena,4.583333333
elleven,4.409313726
kalini,4.235294118
mitera,4.230769231
anvi be yourself,4.340384616
street 9,4.45
zalora basics,4.427260179
wild u,4.404520359
readiprint fashions,4.381780538
stylee lifestyle,4.359040718
only,4.336300897
mf,4.313561077
anubhutee,4.290821256
anayna,4.105263158
dressberry,4.283018868
mango,4.197324185
pluss,4.111629503
readiprint fashions,4.02593482
campus sutra,3.940240138
coastland,3.854545455
people,3.852356903
etiquette,3.85016835
apratim,3.847979798
divine international trading co,3.845791246
kraus jeans,3.843602694
charukriti,3.841414142
honey by pantaloons,3.839225589
high star,3.837037037
only,3.97826087
bhama couture,4.470588235
all about you,4.170731707
sassafras,2.6
readiprint fashions,2.75974026
woodland,2.919480519
trendyol,3.079220779
sangria,3.238961039
apratim,3.398701299
na-kd,3.558441558
divine international trading co,3.718181818
defacto,3.877922078
kalini,4.037662338
tiny miny me,4.197402597
aurelia,4.357142857
mokshi,3.97432135
anvi be yourself,4.133333333
all about you,3.911764706
powerpuff girls by kook n keech,4.21875
janasya,4.5
people,3.666666667
aesthetic bodies,3.660733549
urbanic,3.654800432
divastri,3.648867314
global desi,3.642934196
fabindia,3.637001079
vairagee,3.631067961
jansi,3.625134843
na-kd,3.619201726
ahika,3.613268608
vbuyz,4.6
fablestreet,4.833333333
jatriqq,4.875
98 degree north,3.9375
clora creation,3
tag 7 plus,4
urbanic,2.857142857
jc collection,2.970588235
oxxo,3.084033613
forever 21,3.197478991
mango,3.31092437
chhabra 555,3.424369748
jansi,3.537815126
mango,3.651260504
belle fille,3.764705882
sassafras,3.919354839
oxolloxo,3.444444444
tokyo talkies,4.656565657
anouk,4.416666667
the dry state,4.115310078
khushal k,3.813953488
white fire,3.4
kraus jeans,4.6
soch,4.257142857
cultsport,3.914285714
h&m,3.571428571
melange by lifestyle,3.690619621
jansi,3.809810671
fabnest,3.929001721
bitterlime,4.048192771
sassafras,3.652173913
street 9,4.222222222
mitera,4.5
ives,3.8
twin birds,4.066666667
safaa,4.333333333
kalini,4.281690141
gracit,3.833333333
kotty,4.116666667
sassafras,4.4
femea,3.95
hritika,3.5
buy new trend,3.640625
jansi,3.78125
go colors,3.921875
tokyo talkies,4.0625
98 degree north,4.333333333
akkriti by pantaloons,4.454545455
urbanic,3.380952381
house of pataudi,4.333333333
safaa,4
sangria,3.666666667
readiprint fashions,3.333333333
buy new trend,3
berrylush curve,2.666666667
jansi,2.970957096
monte carlo,3.275247525
levis,3.579537954
max,3.883828383
miss chase,4.188118812
go colors,3.914285714
slenor,4.342657343
studio rasa,4.437995338
zola,4.533333333
libas,4.454545455
suta,4.28219697
dillinger,4.109848485
people,3.9375
jc collection,3.889802632
ahika,3.842105263
latin quarters,3.91368421
jansi,3.985263158
defacto,4.056842105
atsevam,4.128421053
clora creation,4.2
98 degree north,3.988372093
vishudh,3.776744186
jump usa,3.846705427
urbanic,3.916666667
tokyo talkies,5
kvsfab,4.7
broadstar,4.4
akkriti by pantaloons,4.611764706
biba,4.823529412
zalora basics,4.677779309
mango,4.532029205
jansi,4.386279102
styli,4.240528999
satrani,4.094778896
taanz,3.949028792
gerua,3.803278689
anubhutee,4.287474849
ksut,3.852459016
agil athletica,4.8
dupatta bazaar,4.749311295
zalora basics,4.698622589
faballey,4.647933884
kica,4.597245179
forever new,4.546556474
fabnest,4.495867768
jansi,4.445179063
freakins,4.394490358
soch,4.343801653
marks & spencer,4.293112947
aurelia,4.242424242
street 9,4.25
aasi,3.571428571
redround,4.12
her by invictus,3.923076923
w,4.533333333
missguided,2.8
forever 21,3.7
clora creation,4.6
tokyo talkies,3.777777778
kraus jeans,3.848148148
street 9,3.918518519
monjolika fashion,3.988888889
jansi,4.059259259
miss chase,4.2
akkriti by pantaloons,3.6
shopgarb,3.839106145
shae by sassafras,4.078212291
dressberry,4.5
missguided,4.384615385
shaye,4.269230769
klotthe,4.153846154
hill street,4.038461538
clora creation,3.923076923
clora creation,3.807692307
hritika,3.692307692
jansi,3.8
bostreet,3.907692308
charu,4.015384615
f loop,4.123076923
clora creation,4.230769231
antheaa,3.863636364
jaipur kurti,4.235294118
masaba,4.331092437
enamor,4.426890756
honey by pantaloons,4.522689076
nakkashi,4.618487395
forever 21,4.714285714
roadster,4.842105263
anouk,4.1875
inddus,4.107894737
miaz lifestyle,4.028289474
shavya,3.94868421
river of design jeans,3.869078947
biba,3.789473684
dupatta bazaar,4.4
myshka,3.5
flying machine,4.37254902
diva walk exclusive,4.62377451
gracit,4.875
iki chic,4.706730769
honey by pantaloons,4.538461538
adidas,4.515929965
kesarya,4.493398392
shavya,4.470866819
ahalyaa,4.448335247
swtantra,4.425803674
vero moda,4.403272101
bostreet,4.380740528
dupatta bazaar,4.358208955
enamor,4.305472637
people,4.252736318
divastri,4.2
varanga,3.849557522
tag 7,4.111111111
kook n keech marvel,4.026455026
lakshita,3.941798942
honey by pantaloons,3.857142857
soch,4.124223603
athena,4.391304348
oxxo,4.361007592
oxxo,4.330710835
next one,4.300414079
shavya,4.270117323
vishudh,4.239820566
dupatta bazaar,4.20952381
martini,2.166666667
readiprint fashions,2.725694445
vividartsy,3.284722222
here&now,3.84375
tag 7,3.934606482
house of kari,4.025462963
zola,4.116319445
soch,4.207175926
mitera,4.298032408
vishudh,4.388888889
forever 21,4.714285714
shavya,4.439153439
vero moda,4.164021164
dupatta bazaar,3.888888889
mayra,3.755555556
clora creation,4.235294118
street 9,4
oxolloxo,4.333333333
readiprint fashions,4.341726618
roadster,4.350119904
vero amore,4.400079936
sugr,4.450039968
h&m,4.5
shavya,4.365942029
van heusen woman,4.231884058
apnisha,4.097826087
dressberry,3.963768116
naviyata,3.829710145
dupatta bazaar,3.695652174
sangria,4.103117506
rangriti,4.047619048
faballey,3.2
label regalia,3.561538462
rare,3.923076923
roadster,4.37826087
vero amore,4.474844721
roadster,4.571428571
house of kari,4.524960753
soundarya,4.478492935
divastri,4.432025117
shavya,4.3855573
urbanic,4.339089482
hritika,4.292621664
athena,4.246153846
tag 7,4.213333333
ethnovogue,4.248130081
varanga,4.282926829
diva walk exclusive,4
sassafras,4.355769231
only,4
suta,4
saanjh,4
oxolloxo,4
m&h easy,4
miaz lifestyle,4.02
freakins,4.04
shavya,4.06
tokyo talkies,4.08
varanga,4.1
athena,4.5
yash gallery,4.25
trend arrest,4.166666667
vbuyz,4.270642202
darzi,4.222222222
athena,3.266666667
ethnovogue,2.716666667
inddus,2.166666667
dupatta bazaar,2.983333334
trend arrest,3.8
freakins,1.5
shavya,2.125
sangria,2.75
tokyo talkies,3.246357258
belle fille,3.742714517
mokshi,4.239071775
porsorte,4.619535888
hrx by hrithik roshan,5
roadster,4.476923077
dupatta bazaar,4.571794872
marks & spencer,4.666666667
trend arrest,4.727272727
sassafras,3.833333333
zola,3.806089743
shavya,3.778846154
dresstive,3.751602564
urbanic,3.724358974
tokyo talkies,3.697115384
triyah,3.669871795
belle fille,3.642628205
aasi,3.615384615
varanga,4.35
sangria,4
iki chic,3.953703704
dupatta bazaar,3.907407407
