brand,avg_rating
roadster,5
amante,4.484848485
mango,4.5
bownbee,3.856060606
shae by sassafras,3.212121212
get wrapped,3.606060606
kassually,4
malhaar,4.375
showoff,4.345822102
saadgi,4.316644205
jc collection,4.287466307
lakshita,4.25828841
mayra,4.229110512
mango,3.857142857
mothercare,4.4
u&f,3.98630137
dressberry,4.157894737
shaily,3.995614035
street 9,3.833333333
zink london,2.2
mitera,4.166666667
marks & spencer,4.404761905
malhaar,4.353174603
jc collection,4.301587302
q-rious,4.25
fashion basket,4.29081729
buy new trend,4.331634579
la vastraa,4.372451869
fashor,4.413269158
cover story,4.454086448
hrx by hrithik roshan,4.494903737
dupatta bazaar,4.37254902
people,4.111111111
neudis,4.196180556
kook n keech marvel,4.28125
vbuyz,4.237410072
malhaar,4.2742114
jc collection,4.311012729
prakrti,4.347814057
flying machine,4.384615385
swtantra,5
styli,4.933333333
fabpixel,4.866666667
van heusen woman,4.8
freakins,4.733333333
meena bazaar,4.666666667
w,4.6
roadster,4.135761589
high star,4.083333333
get wrapped,4
vishudh,4.282608696
anouk,3.444444444
tokyo talkies,4.296296296
house of pataudi,4.111111111
ishin,4.31557377
street 9,4.2125
here&now,3.836363636
van heusen woman,4.583333333
jatriqq,4.604166666
h&m,4.625
saubhagya,2.5
powersutra,3
styli,3.5
kvsfab,4
saadgi,4.416666667
bhama couture,4.247747748
kipek,4.2125
street 9,4.227848101
anouk,4.175438596
hrx by hrithik roshan,4.696969697
roadster,4.464285714
urbanic,3.714285714
mast & harbour,3.787878788
vero moda,4.461538462
akkriti by pantaloons,4.355769231
jc collection,4.25
jaipur kurti,3.56
v-mart,2.92
buy new trend,2.28
max,1.64
sassafras,1
rangmayee,3.642857143
shae by sassafras,4.43956044
dressberry,4.5
stylum,4.131084337
ladusaa,4.180926784
urbanic,4.230769231
eavan,3.2
rute,3.55
mango,3.9
sassafras,4.28
inweave,4.253452915
warthy ent,4.22690583
vastrado,4.200358745
powersutra,4.173811659
styli,4.147264574
fashionuma,4.120717489
roadster,4.094170404
ethnovogue,4.714285714
vishudh,3.655963303
aurelia,4.1875
anouk,3.263157895
new balance,4.031578948
20dresses,4.8
elle,4.751083203
ada,4.702166405
sera,4.653249607
h&m,4.60433281
thread & button,4.555416013
aspora,4.506499215
kraus jeans,4.457582417
sera,4.40866562
tokyo talkies,4.359748823
pluss,4.310832025
fablestreet,4.458333333
chemistry,4.38
bitiya by bhama,3.179487179
roadster,4.5
kvsfab,4.392857143
athena,4.285714286
kalini,4.428286853
kassually,4.447366092
levis,4.46644533
iki chic,4.485524569
saadgi,4.504603807
shae by sassafras,4.523683046
lilpicks,4.542762284
lc waikiki,4.561841523
mitera,4.580920761
ethnovogue,4.6
style quotient,4.501612903
indo era,4.403225806
all about you,3.842105263
roadster,4
mitera,4.166666666
roadster,4.333333333
forever 21,4.337037037
chemistry,4.34074074
zola,4.344444444
dupatta bazaar,4.348148148
crazevilla,4.351851851
max,4.355555555
the clothing factory,4.359259259
swtantra,4.362962963
tokyo talkies,4.366666666
bhama couture,4.37037037
house of pataudi,3.98046875
mast & harbour,4.131944444
mango,3.877490547
anouk,3.623036649
saree mall,4.020771513
rajgranth,4.251942913
elleven,4.483114314
h&m,4.714285714
rareism,4.597402597
sugr,4.480519481
pluss,4.363636364
clora creation,4.360047847
fashion basket,4.35645933
h&m,4.352870814
blamblack,4.349282297
huetrap,4.34569378
libas,4.342105263
neudis,4.363360324
roadster,4.384615385
tokyo talkies,4.5
m&h our water,4.095238095
mitera,4.047619048
here&now,4
stylestone,3.833333333
silk land,4.6
vero moda,2.666666667
kassually,2.895555556
emprall,3.124444445
wuxi,3.353333334
nike,3.582222222
ekta textiles,3.811111111
studio rasa,4.04
roadster,4.354531002
shavya,4.101190476
paris hamilton,4.157051282
netram,4.236363636
anouk,4.040178571
roadster,4.333333333
mabish by sonal jain,4.333333333
vero amore,4.031746032
fablestreet,3.73015873
style quotient,3.428571429
sassafras,4.222222222
sirikit,3.8
berrylush,3.902068966
aspora,4.004137931
v2 value & variety,4.106206897
scorpius,4.208275862
inddus,4.310344828
rue collection,3.8
dressberry,4.333333333
roadster,4.214285714
dressberry,4.181818182
sassafras,4.064935065
sangria,4.333333333
broadstar,4.408045977
h&m,4.482758621
clora creation,4.461612906
levis,4.440467191
amirtha fashion,4.419321476
hive91,4.398175762
baisacrafts,4.377030047
kvsfab,4.355884332
high star,4.334738617
roadster,4.414364641
hrx by hrithik roshan,4.222222222
shaily,4.162835249
mitera,4.103448276
zink london,4.5
indo era,4.018518519
levis,4.023237066
dupatta bazaar,4.027955613
vero moda,4.03267416
dress my angel,4.037392707
the dry state,4.042111254
paralians,4.0468298
ethnic yard,4.051548347
juniper,4.056266894
prasthan,4.060985441
huetrap,4.065703988
roadster,4.070422535
campus sutra,3.770833333
m&h our water,4.076923077
w,4.055555556
mitera,4.27964345
kalini,4.503731343
mf,4.1804371
bebe,3.857142857
saadgi,3.902017291
anouk,3.946891725
jc collection,3.991766159
la vastraa,4.036640593
hive91,4.081515027
sonex gold,4.126389461
the short store,4.171263895
jaipur kurti,4.216138329
huetrap,4.8
salwar studio,4.118644068
varanga,4.181058496
roadster,4.304347826
mast & harbour,4.333333333
jc collection,4.266666667
vero amore,4.2
hrx by hrithik roshan,3.9375
indo era,4.063596491
ziyaa,4.189692983
max,4.315789474
levis,4.119298246
kriatma,3.922807018
many frocks &,3.726315789
aspora,3.529824561
ethnovogue,3.333333333
inweave,3.5
ether,4.029411765
ahika,4.532467532
forever 21,4.432900433
urbanic,4.333333333
levis,3.941176471
mf,3.76006192
kalini,3.578947368
cherokee,3.75839599
shae by sassafras,3.937844611
ahika,4.117293233
shae by sassafras,4.296741854
h&m,4.476190476
urbanic,3.833333333
jatriqq,3.817351598
roadster,3.801369863
scorpius,4.428571429
h&m,4.586206897
only,4.354166667
house of pataudi,4.444444445
libas,4.534722222
dupatta bazaar,4.2
ahalyaa,3.975
mitera,3.75
coastland,3.782368068
fablestreet,3.814736136
indya,3.847104204
crimsoune club,3.879472272
okane,3.91184034
jatriqq,3.944208408
selvia,3.976576476
roadster,4.008944544
scorpius,3.2
chemistry,4.040609137
kook n keech,3.285714286
juniper,4.666666667
tokyo talkies,4.353932584
panchhi,3.8
taavi,3.6
jerfsports,3.4
bostreet,3.2
inddus,3
fashor,3.208523592
kalt,3.417047184
mango,3.625570777
flenzy,3.834094369
jatriqq,4.042617961
antheaa,4.251141553
le bourgeois,4.283465513
vishudh,4.315789474
kvsfab,4
roadster,4.263157895
vishudh,4.226950355
house of pataudi,4.379310345
indo era,4.2
nautica,4.466666667
shae by sassafras,4.450762528
tokyo talkies,4.434858388
people,4.418954249
kendall & kylie,4.403050109
broadstar,4.38714597
golden kite,4.37124183
lovegen,4.355337691
le bourgeois,4.339433551
fablestreet,4.323529412
nayo,4.21978022
mast & harbour,4.454545455
mango,4.434782609
mitera,4.467391304
shae by sassafras,4.5
indo era,4.613636363
clora creation,4.727272727
flying machine,4.368421053
sassafras,4.287218045
kriatma,4.206015038
ethnic yard,4.12481203
gini and jony,4.043609023
swtantra,3.962406015
sew you soon,3.881203008
vishudh,3.8
tokyo talkies,4.604316547
indo era,4.298888431
rute,4.8
tokyo talkies,4.288461538
pluss,4.280701754
shubhkala,4.287409701
street 9,4.294117647
sassafras,3.638888889
femme luxe,3.714269713
saadgi,3.789650538
pothys,3.865031362
salwar studio,3.940412186
vero moda,4.015793011
ginger by lifestyle,4.091173835
v2 value & variety,4.16655466
dolce crudo,4.241935484
kassually,4.036363636
style quotient,4.06008126
harpa,4.083798883
roadster,4.4
chkokko,4.460784314
mango,4.521568627
deckedup,4.582352941
white fire,4.643137255
dupatta bazaar,4.703921568
mitera,4.764705882
kalini,4.043137255
raassio,3.321568627
shewill,2.6
only,3.229215686
v2 value & variety,3.858431373
anouk,4.487647059
inddus,4.343936382
fablestreet,4.305405405
oxolloxo,4.066666667
varanga,2.5
tokyo talkies,4.304761905
mast & harbour,4.243290044
roadster,4.181818182
mango,4
puma,4.016106443
clora creation,4.032212885
mango,4.048319328
ethnic yard,4.064425771
h&m,4.080532213
indian heritage,4.096638656
v2 value & variety,4.112745098
vishudh,4.128851541
studio rasa,4.086956522
vishudh,3.706730769
sera,3
sangria,4.833333333
alcis,4
bonorganik,3.578947368
kalini,3.542857143
sassafras,4.5
berrylush,4
shae by sassafras,4.208333334
river of design jeans,4.416666667
mango,4.192375887
inweave,3.968085107
indian heritage,3.743794327
puma,3.519503546
hypernation,3.295212766
akimia,3.070921986
indo era,3.399345336
roadster,3.727768686
tokyo talkies,4.056192035
aurelia,4.384615385
ethnic junction,4.363247864
libas,4.341880342
os,4.320512821
all about you,4.299145299
varanga,4.277777778
marks & spencer,4.28207672
studio rasa,4.286375662
jaipur morni,4.290674603
klotthe,4.294973545
only,4.299272487
dressberry,4.303571429
rajnandini,4.401785715
the weave traveller,4.5
here&now,3.541543027
anouk,4.182692308
mafadeny,4.234203297
mitera,4.285714286
urbanic,4.214285715
saka designs,4.142857143
and,4.071428572
aarika,4
roadster,4.083333333
mango,3
roadster,4.6
mbe,3.571428571
u&f,3.81272626
w,4.054023948
la zoire,4.295321637
tokyo talkies,3.893939394
bhama couture,4.833333333
saree mall,4.442424242
kassually,4.658712121
bitiya by bhama,4.875
only,4.285714286
sassafras,4.75
libas,4.533333333
the silhouette store,4.154597701
tokyo talkies,3.775862069
saadgi,3.637931035
mango,3.5
shae by sassafras,3.725877193
morly,3.951754386
athena,4.177631579
tikhi imli,4.250728863
dupatta bazaar,4.444444444
fabglobal,3.948717949
dressberry,3.956521739
tokyo talkies,4.474254743
roadster,4.560614273
quiero,4.646973803
levis,4.733333333
kalt,4.686666666
fashion basket,4.64
forever new,4.593333333
bostreet,4.546666667
h&m,4.5
prenea,3.852941176
morly,4.033737024
yuris,4.214532872
all about you,3.666666667
sztori,4.588235294
fablestreet,4.233333333
inddus,4.44
tokyo talkies,3.75
vero moda,3.891151685
saka designs,4.032303371
lykkein,4.173455057
tokyo talkies,4.314606742
roadster,4.532303371
shae by sassafras,4.75
clora creation,4.689411765
kassually,4.62882353
lovegen,4.568235294
morly,4.507647059
roadster,4.447058824
roadster,4.277777778
netram,4.326530612
w,4.228070175
here&now,4.27903091
mafadeny,4.329991646
pluss,4.380952381
all about you,4.35286089
clora creation,4.324769398
bebe,4.296677907
van heusen woman,4.268586415
allen solly woman,4.240494924
saadgi,4.212403433
fashionuma,4.184311941
ancestry,4.15622045
morly,4.128128958
here&now,4.100037467
biba,3.95
shae by sassafras,4.37751004
readiprint fashions,3.4375
anouk,3
flying machine,4.75
quiero,4.578703704
river of design jeans,4.407407407
iki chic,4.497821351
dressberry,4.588235294
sassafras,2.666666667
salwar studio,2.892720307
darzi,3.118773947
weavers villa,3.344827587
annabelle by pantaloons,3.570881226
sumavi-fashion,3.796934866
dupatta bazaar,4.022988506
roadster,3.846385542
roadster,4.257425743
anubhutee,4.245349867
kalt,4.392405063
gracit,4.337837838
kazo,3.727742449
mitera,3.117647059
sassafras,3.583333333
20dresses,3.870833333
athena,4.158333333
zola,4.445833333
forever 21,4.733333333
ethnic yard,4.582828282
v2 value & variety,4.432323232
morly,4.281818182
inddus,4.131313131
tokyo talkies,3.941818182
clora creation,4.648148148
mafadeny,4.333333333
sassafras,4.212290503
pluss,3.566666667
street 9,4.4
twisha,4.371875
sassafras,4.34375
tommy hilfiger,4.429166667
freakins,4.514583333
paralians,4.6
vishudh,4.293333333
faballey,3.986666667
v-mart,3.68
morly,3.373333334
anahi,3.066666667
tokyo talkies,3.93062201
athena,4.365482234
w,4.64
roadster,4.166666667
kassually,4.226190477
kazo,4.285714286
orchid blues,5
kalini,3.591836735
fashion depth,4.496855346
titliyan,4.48539982
athena,4.473944295
paralians,4.462488769
annabelle by pantaloons,4.451033244
v-mart,4.439577718
morly,4.428122193
dressberry,4.416666667
hrx by hrithik roshan,4.590909091
tokyo talkies,4.076923077
quiero,4.163461539
style quotient,4.25
darzi,4.325
here&now,4.4
silk land,4.6
saadgi,4.1375
camey,3.675
max,3.2125
paralians,2.75
guess,3.116666667
urbanic,3.483333333
kesarya,3.85
morly,4.216666666
fablestreet,4.583333333
w,4.028673835
street 9,4
mast & harbour,4.117647059
roadster,3.6
broowl,3.6
kassually,3.6
karigari,3.5
malhaar,3.706521739
melange by lifestyle,3.913043478
fabindia,3.956521739
mitera,4
readiprint fashions,4.083333333
clora creation,4.166666667
lc waikiki,4.25
bostreet,4.333333333
bhama couture,4.416666666
stylee lifestyle,4.5
h&m,4.583333333
scorpius,4.173202614
aarke ritu kumar,3.763071895
redround,3.352941176
marie claire,4.142857143
vero moda,4.317460318
buy new trend,4.492063492
silk land,4.666666667
saadgi,4.583333334
mango,4.5
h&m,4.638888889
globus,4.553777778
calvin klein jeans,4.468666667
n-gal,4.383555555
athena,4.298444444
inddus,4.213333333
stylee lifestyle,3
dressberry,4.367149758
athena,4.705882353
vishudh,3.977358491
mafadeny,3.947331249
readiprint fashions,3.917304006
yufta,3.887276764
bannos swagger,3.857249521
grancy,3.827222279
forever 21,3.797195036
na-kd,3.767167794
max,3.737140551
woodland,3.707113309
w,3.677086066
fablestreet,3.647058824
dupatta bazaar,3.3125
panchhi,4.206896552
here&now,4.185185185
fabric fitoor,3.5
campus sutra,3.964285714
broowl,5
h&m,3.6
only,4.777777778
roadster,4.531746032
kalini,4.285714286
stylee lifestyle,4.285714286
biba,4.285714286
mango,4.089285715
noh.voh - sassafras kids,3.892857143
the vanca,3.696428572
bhama couture,3.5
vishudh,3.936250472
people,4.142857143
fabnest curve,4.1716141
vishudh,4.200371058
mast & harbour,4.527777778
mafadeny,4.180555556
vero moda,3.833333333
missguided,3.811403508
mitera,3.789473684
sassafras,4.285714286
hopscotch,5
indo era,4.6
fashion basket,4.485714286
w,4.371428571
biba,4.257142857
magnetic designs,4.142857143
roadster,4.154761905
bitiya by bhama,4.166666667
urgear,4.316666667
only,4.466666667
sugathari,3.8
lakshita,3.733333334
tankhi,3.666666667
anouk,3.261904762
kotty,2.857142857
woodland,3.104761905
annabelle by pantaloons,3.352380952
athena,3.6
charu,3.631818182
biba,3.663636364
triyah,3.695454545
dupatta bazaar,3.727272727
roadster,4.254684838
label ritu kumar,4.278147807
ethnovogue,4.301610777
sassafras,4.325073746
ishin,3.866171004
global desi,4.088558447
elleven,4.31094589
jatriqq,4.533333333
tokyo talkies,4
sassafras,3.989010989
sangria,3.555555556
freakins,3.694444445
freakins,3.833333334
vedana,3.972222222
van heusen woman,4.111111111
readiprint fashions,4.25
clora creation,4.125
elleven,4.016666667
vero moda,3.908333333
people,3.8
biba,3.971428571
forever 21,4.142857143
anouk,4.107142857
rangriti,4.071428572
under armour,4.035714286
varanga,4
silk land,4.333333333
keiko,4.306122449
styli,4.278911564
popwings,4.25170068
bostreet,4.224489796
neudis,4.197278912
harvard,4.170068027
mokshi,4.142857143
suta,4.214285714
mango,4.107142857
varushka,4.303571429
vero moda,4.5
chkokko,4.386363637
nayo,4.272727273
kalini,4.243985463
aarika,4.215243653
ethnic yard,4.186501843
sf jeans by pantaloons,4.157760033
stylee lifestyle,4.129018223
h&m,4.100276413
outflits,4.071534603
roadster,4.042792793
high star,4.424025457
rare,4.4
global desi,4.337662338
zastraa,3.806722689
veni vidi vici,3.608695652
neudis,3.70819398
shopgarb,3.807692308
anouk,4.535714286
soch,4.488721805
marks & spencer,4.441729323
mitera,4.394736842
saadgi,4.297607655
taavi,4.200478469
only,4.103349282
only,4.006220096
desi weavess,3.909090909
mimosa,4.236220472
dressberry,4.28125
kook n keech,4.65
berrylush,4.108695652
my little lambs,4.454545455
mafadeny,4.188811189
levis,3.923076923
w,4.571428571
all about you,4.497979214
forever 21,4.424529858
puma,4.351080501
fabindia,4.277631145
panit,4.204181788
saree mall,4.130732431
adbucks,4.057283075
here&now,3.983833718
chhabra 555,4.215686275
tissu,4.17218543
roadster,4.161290323
tokyo talkies,4.555765595
harvard,4.208333333
anouk,3.975177305
fablestreet,4.12630868
mitera,4.277440054
people,4.428571429
aurelia,4.414285715
mayra,4.4
sassafras,4.181818182
angloindu,3.963286713
selvia,3.744755245
biba,3.526223777
alena,3.307692308
u&f,4.128571429
u&f,4.263157895
mafadeny,4.119883041
readiprint fashions,3.976608187
arise,3.833333333
kalini,4.37434555
mango,3.444444444
street 9,4.228070175
sassafras,3.666666667
griffel,3.911111111
only,4.155555556
dupatta bazaar,4.4
monte carlo,4.332129456
swtantra,4.264258912
white world,4.196388368
clora creation,4.128517824
weavers villa,4.257142857
inweave,4.174418605
panchhi,4.272727273
readiprint fashions,3.666666667
athena,4.309027778
dressberry,3.8
here&now,4.3
roadster,4.316666667
mafadeny,4.333333333
vishudh,4.266129032
fabglobal,3.909090909
pothys,4.375
rute,4.375
sirikit,4.4375
urbanic,4.5
sera,4.199832074
sassafras,3.951807229
fabglobal,4.285714286
mafadeny,4.185119048
roadster,4.08452381
biba,3.983928571
a.t.u.n.,3.883333333
h&m,3.666666667
iki chic,3.777777778
saadgi,3.888888889
fashion basket,4
tokyo talkies,4.111111111
urbanic,4.222222222
meeranshi,4.333333333
hritika,4.364666184
h&m,4.395999036
n-gal,4.427331887
dolce crudo,4.005722461
anayna,4.35125448
soundarya,4.317073171
dressberry,3.868421053
readiprint fashions,4.291353384
tokyo talkies,4.714285714
perfkt-u,4
all about you,4
style quotient,3.8
silk land,4.222222222
fabpixel,4.101851852
khumaar shuchi bhutani,3.981481481
kami kubi,3.861111111
emprall,3.740740741
kannan,3.62037037
hypernation,3.5
berrylush,4.516262567
tikhi imli,4.031039136
sera,4.083333333
divastri,4.105263158
stylee lifestyle,3.507177033
dressberry,2.909090909
h&m,4
mango,4.333333333
lill,4.179824561
h&m,4.026315789
sangria,4.055299528
mod ecru,4.084283266
monte carlo,4.113267005
melange by lifestyle,4.142250744
dupatta bazaar,4.171234482
berrylush,4.200218221
weavers villa,3.705882353
faballey,4
mast & harbour,3.917355372
w,4.409921671
mango,4.111111111
mafadeny,4.448412699
roadster,4.785714286
readiprint fashions,4.523809524
kinder kids,4.261904762
nautica,4
miaz lifestyle,5
anvi be yourself,4.836243936
na-kd,4.672487872
mishri collection,4.508731809
juniper,4.344975745
anubhutee,4.181219681
miss chase,4.278688525
roadster,4.152380952
sassafras,4.411795137
revolution,4.388888889
panchhi,4.777777778
panit,4.488888889
inddus,4.2
anouk,3.058823529
fabindia,3.535150645
readiprint fashions,4.011477762
berrylush,4.487804878
purple feather,4.283464567
berrylush,4.230769231
buy new trend,4.365384616
urbanic,4.5
dupatta bazaar,4.272727273
roadster,4.25388601
dressberry,4.051948052
u&f,4.080808081
mitera,3.974025974
fashion depth,4.562913907
style quotient,4.378679176
tokyo talkies,4.194444444
cloth haus india,4.288690476
biba,4.382936508
shae by sassafras,4.477182539
allen solly woman,4.571428571
fashion basket,4.483536665
styli,4.395644759
urbanic,4.307752853
urbanic,4.219860947
rue collection,4.131969041
miss chase,4.044077135
anayna,4.517022961
street 9,4
street 9,4.305232558
sqew,4.364130942
elleven,4.423029327
divena,4.481927711
gracit,4.069767442
zigo,4.28
soch,4.14
anouk,4
kalini,4.035817447
chkokko,4.071634893
panchhi,4.10745234
styli,4.143269786
owncraft,4.179087233
sassafras,4.214904679
tokyo talkies,3.959427208
janasya,3.972972973
janasya,3.857142857
kalini,3.957805907
nayo,4.326153846
house of pataudi,4.288076923
alcis,4.25
urbanic,4.092592593
mokshi,3.935185185
tokyo talkies,3.777777778
joe hazel,3.855623238
readiprint fashions,3.933468697
vero moda,4.011314157
hive91,4.089159616
jaipur kurti,4.167005076
inddus,4.144044321
uptownie lite,4.17037037
bhama couture,2.935483871
street 9,3.280241936
zink london,3.625
vedana,3.892857143
roadster,3.9390553
vanca eco,3.985253456
saadgi,4.031451613
readiprint fashions,4.07764977
zink london,4.123847927
mrm creation,4.170046083
monte carlo,4.21624424
tokyo talkies,4.262442397
r&b,4.308640553
dressberry,4.35483871
pluss,4.053846154
dupatta bazaar,4.052631579
stylee lifestyle,4.134423898
juniper,4.216216216
new balance,3.870495495
hypernation,3.524774775
house of kari,3.179054054
mbe,2.833333333
shaily,4
flying machine,4.153846154
dresstive,4.170733678
lc waikiki,4.187621203
jaipur kurti,4.204508727
vishudh,4.221396251
hive91,4.238283775
varanga,4.2551713
high star,4.272058824
sassafras,4.218181818
kvsfab,4.466666667
tag 7,4.136792453
zastraa,3.907894737
biba,4.222222222
max,4.142857143
gracit,3.727272727
house of pataudi,3.470588235
lela,3.672699849
only,3.874811463
stylo bug,4.076923077
akkriti by pantaloons,3.902286902
warthy ent,3.727650728
dressberry,3.553014553
scorpius,3.378378378
nifty,4.517241379
fablestreet,4.258064516
dressberry,4.111111111
roadster,3.936170213
berrylush,4.362204724
max,4.30827798
indo era,4.254351237
berrylush,4.200424493
sassafras,4.146497749
na-kd,4.092571005
bostreet,4.038644262
vaividhyam,3.984717518
indya,3.930790774
biba,3.87686403
fashor,3.822937286
ahalyaa,3.769010543
sangria,3.715083799
mast & harbour,3.75
dupatta bazaar,4.666666667
aarika,4.444020357
ode by house of pataudi,4.221374046
high star,4.359375
mango,4.538461538
marie claire,4.287878788
biba,4.283474278
vishudh,4.279069767
aayna,4.332558139
berrylush,4.386046511
angloindu,4.439534884
styli,4.493023256
dressberry,4.546511628
agil athletica,4.6
ahika,4.368181818
fablestreet,4.5
mango,3.115384615
scorpius,3.486263736
urbanic,3.857142857
hypernation,4.060790273
rangmanch by pantaloons,4.26443769
kalini,4.468085106
biba,4.39193729
anouk,4.315789474
malhaar,3.857142857
levis,4.042857143
clora creation,4.228571429
fashion basket,4.414285714
pluss,4.6
jaipur kurti,4.301526718
adiva,3.75
inddus,4.185958254
roadster,4.243755383
popnetic,3.946286782
roadster,4.307692308
vero moda,4.5625
yuris,4.475
arrabi,4.3875
malhaar,4.3
mf,4.323039216
mango,4.346078432
saadgi,4.369117647
h&m,4.392156863
bostreet,4.380124777
the label life,4.368092692
mitera,4.356060606
campus sutra,4.15037594
berrylush,4.533333333
ishin,4.666666667
kinder kids,4.589071039
rangmanch by pantaloons,4.51147541
20dresses,4.433879782
anvi be yourself,4.356284153
people,4.278688525
readiprint fashions,3.639344263
eavan,3
doriya,3.20995671
clora creation,3.41991342
max,3.62987013
oxolloxo,3.83982684
charu,4.04978355
jaipur kurti,4.25974026
scorpius,3.4
gosriki,4.104347826
indya,4.454545455
fablestreet,4.363636364
veni vidi vici,3.3
hangup,3.38961039
jatriqq,3.479220779
selvia,3.568831169
saakaa,3.658441559
biba,3.748051948
saadgi,3.837662338
vero moda,3.927272727
panchhi,4.016883117
styli,4.106493507
styli,4.196103896
dupatta bazaar,4.285714286
rare,4.349693252
ada,4.380728979
mitera,4.411764706
scorpius,4.511229947
jc mode,4.610695187
get wrapped,4.710160428
american eagle outfitters,4.809625668
ginger by lifestyle,4.909090909
mast & harbour,4
sassafras,3.555555556
prakrti,3.631452784
atsevam,3.707350012
soch,3.78324724
river of design jeans,3.859144468
h&m,3.935041696
roadster,4.010938924
clora creation,4.279835391
street 9,4.302013423
dressberry,4.107843137
chkokko,4.75
urbanic,4.708333333
max,4.666666667
kalini,4.625
popnetic,3.833333333
griffel,3.885802469
shubhkala,3.938271605
shae by sassafras,3.990740741
pashtush,4.043209877
dodo & moa,4.095679012
sangria,4.148148148
jatriqq,4.200617284
tokyo talkies,4.25308642
mast & harbour,4.322580645
miaz lifestyle,4.278937382
jaipur kurti,4.235294118
chhabra 555,2.333333333
hypernation,3.055555555
soch,3.777777778
clora creation,4.5
latin quarters,4.2
selvia,4.461538462
mango,5
griffel,4.75
ojjasvi,4.5
abof,4.443690096
na-kd,4.387380192
saaki,4.331070287
jaipur kurti,4.274760383
mf,3.898305085
puma,4.181818182
anayna,4.410958904
studio shringaar,4.421364985
anouk,3.857142857
arrabi,3.942857143
popnetic,4.028571428
griffel,4.114285714
h&m,4.2
forever 21,4.285714286
shae by sassafras,4.371428571
mango,4.457142857
monte carlo,4.542857143
lilots,4.628571429
kinder kids,4.714285714
hypernation,4.8
dupatta bazaar,4.285714286
varanga,4.126582278
gracit,4.226666667
sky heights,4.095238095
fabindia,5
urbanic,3.636363636
all about you,4.272727273
stylee lifestyle,4.459893049
jaipur kurti,4.647058824
griffel,4.764705883
forever new,4.882352941
style quotient,5
lakshita,4.894422311
tarama,4.788844622
v&m,4.683266933
huetrap,4.577689243
hypernation,4.472111554
just wow,4.366533865
om sai latest creation,3.636363636
myshka,4.444444444
tokyo talkies,3.631578947
sassafras,4.1875
house of pataudi,4.171875
shaily,4.15625
roadster,4.140625
mast & harbour,4.125
street 9,4.129464286
only,4.133928571
flamboyant,4.138392857
mitera,4.142857143
aspora,4.147321429
hypernation,4.151785714
pluss,4.15625
anaisa,3.977123107
faballey,4.324324324
here&now,4.8
tokyo talkies,4.205479452
vastranand,3.611111111
biba,3.463450293
orchid blues,3.315789474
roadster,3.684210527
jaipur kurti,4.052631579
american eagle outfitters,3.859649123
here&now,3.666666667
saadgi,3.838039216
panchhi,4.009411765
b.copenhagen,4.180784314
hypernation,4.352156863
dressberry,4.523529412
fablestreet,4.299401198
panit,3.75
rangmanch by pantaloons,4.135869565
libas,4.52173913
ira soleil,2
jatriqq,2.857142857
tikhi imli,3.714285714
mango,3.725110619
american eagle outfitters,3.735935525
kotty,3.74676043
purvaja,3.757585335
only,3.76841024
styli,3.779235146
bannos swagger,3.790060051
belle fille,3.800884956
hypernation,4.166228931
sassafras,4.531572905
juneberry,4.6
inddus,4.233954451
mast & harbour,4.091549296
ives,4.087441314
river of design jeans,4.083333333
urbanic,3.375
levis,4.631578947
biba,4.30994152
delan,3.988304094
apratim,3.666666667
powersutra,3.8125
sidhidata,3.958333333
mitera,4.104166667
fabriko,4.25
ahika,4.264810849
dolce crudo,3.946564885
dressberry,3.533333333
ira soleil,3.64
berrylush,4.235294118
sassafras,3.2
h&m,4.555555556
american eagle outfitters,4.557870371
campus sutra,4.560185185
mast & harbour,4.5625
mango,4.284539474
klotthe,4.006578947
lookfield,3.728618421
soch,3.450657895
charukriti,3.172697368
belle fille,2.894736842
anouk,4.102590674
sassafras,4.128440367
fablestreet,4.134615385
saree mall,4.264346765
h&m,4.394078144
pashmoda,4.523809524
chkokko,4.261904762
global desi,4
rangmanch by pantaloons,4.142857143
monte carlo,4.6
sassafras,4.25
geroo jaipur,4.251851852
na-kd,4.253703704
charkhee,4.255555555
sangria,4.257407407
cottinfab,4.259259259
bhama couture,4.064516129
off label,3.753731343
aawari,3.872555327
vishudh,3.99137931
mitera,3.53125
tokyo talkies,4.0625
ether,3.272727273
sangria,4
vero moda,3.942934783
safaa,3.885869565
dupatta bazaar,3.828804348
rute,3.771739131
dresstive,3.714673913
flying machine,3.657608696
busem,3.600543478
belle fille,3.543478261
dressberry,4.057251908
panchhi,4.285714286
tokyo talkies,4.285714286
urbanic,2
people,4.571428571
mango,4.333333333
readiprint fashions,4.216666667
levis,4.1
vastranand,4.3
elle,4.277777778
rute,4.255555556
clora creation,4.233333334
lakshita,4.211111111
bostreet,4.188888889
kalini,4.166666667
sassafras,4.143987342
amydus,4.086699554
here&now,4.029411765
pashmoda,4.352941176
kinder kids,3.585561497
here&now,2.818181818
kalini,4.227272727
rute,3.444444444
vishudh,4.107526882
m&h easy,4.107974911
forever 21,4.108422939
office & you,4.108870968
ira soleil,4.109318997
rang gali,4.109767025
stylee lifestyle,4.110215054
debonatella,4.110663082
here&now,4.111111111
amydus,4.261437909
roadster,4.411764706
suta,4.363636364
loom legacy,4.75
blissclub,4.583333333
anouk,3.552631579
darzi,3.604851414
office & you,3.65707125
camey,3.709291085
readiprint fashions,3.76151092
fashion basket,3.813730756
mango,3.865950591
bostreet,3.918170426
